runtime_addr,row,kind,slot,char,row_addr,byte_index_in_row,decoded_old,decoded_new,disk_offset,raw_old,raw_new,payload_start,decode_key,segment_index,fill
0x9701,59,문자,52,결,0x9701~0x9702,0,28,48,0x1DAEE,81,A1,0x1D770,0x28,0x081,e2f0d9
0x9702,59,문자,52,결,0x9701~0x9702,1,39,20,0x1DAED,93,7A,0x1D770,0x28,0x082,e2f0d9
0x9703,60,문자,53,코,0x9703~0x9704,0,A8,18,0x1DAEC,03,73,0x1D770,0x28,0x083,e2f0d9
0x9704,60,문자,53,코,0x9703~0x9704,1,57,E2,0x1DAEB,B3,3E,0x1D770,0x28,0x084,e2f0d9
0x9705,61,문자,54,␠,0x9705~0x9706,0,C8,18,0x1DAEA,25,75,0x1D770,0x28,0x085,e2f0d9
0x9706,61,문자,54,␠,0x9705~0x9706,1,38,12,0x1DAE9,96,70,0x1D770,0x28,0x086,e2f0d9
0x9707,62,문자,55,사,0x9707~0x9708,0,B8,E8,0x1DAE8,17,47,0x1D770,0x28,0x087,e2f0d9
0x9708,62,문자,55,사,0x9707~0x9708,1,38,3C,0x1DAE7,98,9C,0x1D770,0x28,0x088,e2f0d9
0x9709,63,문자,56,라,0x9709~0x970A,0,A8,F8,0x1DAE6,09,59,0x1D770,0x28,0x089,e2f0d9
0x970A,63,문자,56,라,0x9709~0x970A,1,28,30,0x1DAE5,8A,92,0x1D770,0x28,0x08A,e2f0d9
0x970B,64,문자,57,지,0x970B~0x970C,0,60,18,0x1DAE4,C3,7B,0x1D770,0x28,0x08B,e2f0d9
0x970C,64,문자,57,지,0x970B~0x970C,1,12,E0,0x1DAE3,76,44,0x1D770,0x28,0x08C,e2f0d9
0x970D,65,문자,58,지,0x970D~0x970E,0,60,18,0x1DAE2,C5,7D,0x1D770,0x28,0x08D,e2f0d9
0x970E,65,문자,58,지,0x970D~0x970E,1,12,E0,0x1DAE1,78,46,0x1D770,0x28,0x08E,e2f0d9
0x970F,66,문자,59,␠,0x970F~0x9710,0,A0,18,0x1DAE0,07,7F,0x1D770,0x28,0x08F,e2f0d9
0x9711,67,문자,60,않,0x9711~0x9712,0,15,08,0x1DADE,7E,71,0x1D770,0x28,0x091,e2f0d9
0x9712,67,문자,60,않,0x9711~0x9712,1,00,5E,0x1DADD,6A,C8,0x1D770,0x28,0x092,e2f0d9
0x9713,68,문자,61,는,0x9713~0x9714,0,A8,E8,0x1DADC,13,53,0x1D770,0x28,0x093,e2f0d9
0x9714,68,문자,61,는,0x9713~0x9714,1,18,25,0x1DADB,84,91,0x1D770,0x28,0x094,e2f0d9
0x9715,69,문자,62,다,0x9715~0x9716,0,E8,C8,0x1DADA,55,35,0x1D770,0x28,0x095,e2f0d9
0x9716,69,문자,62,다,0x9715~0x9716,1,29,27,0x1DAD9,97,95,0x1D770,0x28,0x096,e2f0d9
0x9717,70,문자,63,・,0x9717~0x9718,0,88,60,0x1DAD8,F7,CF,0x1D770,0x28,0x097,e2f0d9
0x9718,70,문자,63,・,0x9717~0x9718,1,18,12,0x1DAD7,88,82,0x1D770,0x28,0x098,e2f0d9
0x9719,71,문자,64,・,0x9719~0x971A,0,E8,60,0x1DAD6,59,D1,0x1D770,0x28,0x099,e2f0d9
0x971A,71,문자,64,・,0x9719~0x971A,1,28,12,0x1DAD5,9A,84,0x1D770,0x28,0x09A,e2f0d9
0x971B,72,문자,65,・,0x971B~0x971C,0,F8,60,0x1DAD4,6B,D3,0x1D770,0x28,0x09B,e2f0d9
0x971C,72,문자,65,・,0x971B~0x971C,1,C0,12,0x1DAD3,34,86,0x1D770,0x28,0x09C,e2f0d9
0x971D,73,문자,66,！,0x971D~0x971E,0,48,A0,0x1DAD2,BD,15,0x1D770,0x28,0x09D,e2f0d9
0x971E,73,문자,66,！,0x971D~0x971E,1,18,12,0x1DAD1,8E,88,0x1D770,0x28,0x09E,e2f0d9
0x971F,74,제어,,,0x971F~0x9720,0,78,15,0x1DAD0,EF,8C,0x1D770,0x28,0x09F,fce4d6
0x9720,74,제어,,,0x971F~0x9720,1,28,00,0x1DACF,A0,78,0x1D770,0x28,0x0A0,fce4d6
0x9721,75,문자,67,고,0x9721~0x9722,0,08,88,0x1DACE,81,01,0x1D770,0x28,0x0A1,e2f0d9
0x9722,75,문자,67,고,0x9721~0x9722,1,8C,20,0x1DACD,06,9A,0x1D770,0x28,0x0A2,e2f0d9
0x9723,76,문자,68,작,0x9723~0x9724,0,F8,18,0x1DACC,73,93,0x1D770,0x28,0x0A3,e2f0d9
0x9724,76,문자,68,작,0x9723~0x9724,1,19,DF,0x1DACB,95,5B,0x1D770,0x28,0x0A4,e2f0d9
0x9725,77,문자,69,␠,0x9725~0x9726,0,28,18,0x1DACA,A5,95,0x1D770,0x28,0x0A5,e2f0d9
0x9726,77,문자,69,␠,0x9725~0x9726,1,38,12,0x1DAC9,B6,90,0x1D770,0x28,0x0A6,e2f0d9
0x9727,78,문자,70,그,0x9727~0x9728,0,E8,58,0x1DAC8,67,D7,0x1D770,0x28,0x0A7,e2f0d9
0x9728,78,문자,70,그,0x9727~0x9728,1,28,21,0x1DAC7,A8,A1,0x1D770,0x28,0x0A8,e2f0d9
0x9729,79,문자,71,런,0x9729~0x972A,0,A8,58,0x1DAC6,29,D9,0x1D770,0x28,0x0A9,e2f0d9
0x972A,79,문자,71,런,0x9729~0x972A,1,28,31,0x1DAC5,AA,B3,0x1D770,0x28,0x0AA,e2f0d9
0x972B,80,문자,72,␠,0x972B~0x972C,0,98,18,0x1DAC4,1B,9B,0x1D770,0x28,0x0AB,e2f0d9
0x972C,80,문자,72,␠,0x972B~0x972C,1,28,12,0x1DAC3,AC,96,0x1D770,0x28,0x0AC,e2f0d9
0x972D,81,문자,73,것,0x972D~0x972E,0,A8,F8,0x1DAC2,2D,7D,0x1D770,0x28,0x0AD,e2f0d9
0x972E,81,문자,73,것,0x972D~0x972E,1,28,1D,0x1DAC1,AE,A3,0x1D770,0x28,0x0AE,e2f0d9
0x972F,82,문자,74,을,0x972F~0x9730,0,38,58,0x1DAC0,BF,DF,0x1D770,0x28,0x0AF,e2f0d9
0x9730,82,문자,74,을,0x972F~0x9730,1,39,DE,0x1DABF,C1,66,0x1D770,0x28,0x0B0,e2f0d9
0x9731,83,문자,75,␠,0x9731~0x9732,0,B8,18,0x1DABE,41,A1,0x1D770,0x28,0x0B1,e2f0d9
0x9732,83,문자,75,␠,0x9731~0x9732,1,28,12,0x1DABD,B2,9C,0x1D770,0x28,0x0B2,e2f0d9
0x9733,84,문자,76,얻,0x9733~0x9734,0,A8,08,0x1DABC,33,93,0x1D770,0x28,0x0B3,e2f0d9
0x9734,84,문자,76,얻,0x9733~0x9734,1,28,76,0x1DABB,B4,02,0x1D770,0x28,0x0B4,e2f0d9
0x9736,85,문자,77,기,0x9735~0x9736,1,38,21,0x1DAB9,C6,AF,0x1D770,0x28,0x0B6,e2f0d9
0x9737,86,문자,78,␠,0x9737~0x9738,0,A0,18,0x1DAB8,2F,A7,0x1D770,0x28,0x0B7,e2f0d9
0x9739,87,문자,79,위,0x9739~0x973A,0,C8,08,0x1DAB6,59,99,0x1D770,0x28,0x0B9,e2f0d9
0x973A,87,문자,79,위,0x9739~0x973A,1,E0,DE,0x1DAB5,72,70,0x1D770,0x28,0x0BA,e2f0d9
0x973B,88,문자,80,해,0x973B~0x973C,0,E8,B8,0x1DAB4,7B,4B,0x1D770,0x28,0x0BB,e2f0d9
0x973C,88,문자,80,해,0x973B~0x973C,1,F7,E3,0x1DAB3,8B,77,0x1D770,0x28,0x0BC,e2f0d9
0x973D,89,문자,81,␠,0x973D~0x973E,0,E8,18,0x1DAB2,7D,AD,0x1D770,0x28,0x0BD,e2f0d9
0x973E,89,문자,81,␠,0x973D~0x973E,1,28,12,0x1DAB1,BE,A8,0x1D770,0x28,0x0BE,e2f0d9
0x973F,90,문자,82,싸,0x973F~0x9740,0,20,08,0x1DAB0,B7,9F,0x1D770,0x28,0x0BF,e2f0d9
0x9740,90,문자,82,싸,0x973F~0x9740,1,12,46,0x1DAAF,AA,DE,0x1D770,0x28,0x0C0,e2f0d9
0x9742,91,문자,83,운,0x9741~0x9742,1,29,D1,0x1DAAD,C3,6B,0x1D770,0x28,0x0C2,e2f0d9
0x9743,92,문자,84,␠,0x9743~0x9744,0,B8,18,0x1DAAC,53,B3,0x1D770,0x28,0x0C3,e2f0d9
0x9744,92,문자,84,␠,0x9743~0x9744,1,19,12,0x1DAAB,B5,AE,0x1D770,0x28,0x0C4,e2f0d9
0x9745,93,문자,85,것,0x9745~0x9746,0,B8,F8,0x1DAAA,55,95,0x1D770,0x28,0x0C5,e2f0d9
0x9746,93,문자,85,것,0x9745~0x9746,1,18,1D,0x1DAA9,B6,BB,0x1D770,0x28,0x0C6,e2f0d9
0x9747,94,문자,86,이,0x9747~0x9748,0,18,98,0x1DAA8,B7,37,0x1D770,0x28,0x0C7,e2f0d9
0x9748,94,문자,86,이,0x9747~0x9748,1,19,DE,0x1DAA7,B9,7E,0x1D770,0x28,0x0C8,e2f0d9
0x9749,95,문자,87,냐,0x9749~0x974A,0,E8,38,0x1DAA6,89,D9,0x1D770,0x28,0x0C9,e2f0d9
0x974A,95,문자,87,냐,0x9749~0x974A,1,28,25,0x1DAA5,CA,C7,0x1D770,0x28,0x0CA,e2f0d9
0x974B,96,문자,88,！,0x974B~0x974C,0,28,A0,0x1DAA4,CB,43,0x1D770,0x28,0x0CB,e2f0d9
0x974C,96,문자,88,！,0x974B~0x974C,1,A0,12,0x1DAA3,44,B6,0x1D770,0x28,0x0CC,e2f0d9
0x974D,97,문자,89,␠,0x974D~0x974E,0,98,18,0x1DAA2,3D,BD,0x1D770,0x28,0x0CD,e2f0d9
0x974E,97,문자,89,␠,0x974D~0x974E,1,38,12,0x1DAA1,DE,B8,0x1D770,0x28,0x0CE,e2f0d9
0x974F,98,문자,90,허,0x974F~0x9750,0,E8,08,0x1DAA0,8F,AF,0x1D770,0x28,0x0CF,e2f0d9
0x9750,98,문자,90,허,0x974F~0x9750,1,18,E4,0x1DA9F,C0,8C,0x1D770,0x28,0x0D0,e2f0d9
0x9751,99,문자,91,울,0x9751~0x9752,0,C8,F8,0x1DA9E,71,A1,0x1D770,0x28,0x0D1,e2f0d9
0x9752,99,문자,91,울,0x9751~0x9752,1,18,D3,0x1DA9D,C2,7D,0x1D770,0x28,0x0D2,e2f0d9
0x9753,100,문자,92,뿐,0x9753~0x9754,0,60,98,0x1DA9C,0B,43,0x1D770,0x28,0x0D3,e2f0d9
0x9754,100,문자,92,뿐,0x9753~0x9754,1,12,3C,0x1DA9B,BE,E8,0x1D770,0x28,0x0D4,e2f0d9
0x9755,101,문자,93,인,0x9755~0x9756,0,60,A8,0x1DA9A,0D,55,0x1D770,0x28,0x0D5,e2f0d9
0x9756,101,문자,93,인,0x9755~0x9756,1,12,DE,0x1DA99,C0,8C,0x1D770,0x28,0x0D6,e2f0d9
0x9757,102,문자,94,␠,0x9757~0x9758,0,A0,18,0x1DA98,4F,C7,0x1D770,0x28,0x0D7,e2f0d9
0x9759,103,문자,95,평,0x9759~0x975A,0,19,08,0x1DA96,CA,B9,0x1D770,0x28,0x0D9,e2f0d9
0x975A,103,문자,95,평,0x9759~0x975A,1,00,E3,0x1DA95,B2,95,0x1D770,0x28,0x0DA,e2f0d9
0x975B,104,문자,96,화,0x975B~0x975C,0,78,88,0x1DA94,2B,3B,0x1D770,0x28,0x0DB,e2f0d9
0x975C,104,문자,96,화,0x975B~0x975C,1,15,E4,0x1DA93,C9,98,0x1D770,0x28,0x0DC,e2f0d9
0x975D,105,문자,97,␠,0x975D~0x975E,0,00,18,0x1DA92,B5,CD,0x1D770,0x28,0x0DD,e2f0d9
0x975E,105,문자,97,␠,0x975D~0x975E,1,17,12,0x1DA91,CD,C8,0x1D770,0x28,0x0DE,e2f0d9
0x975F,106,문자,98,때,0x975F~0x9760,0,00,88,0x1DA90,B7,3F,0x1D770,0x28,0x0DF,e2f0d9
0x9760,106,문자,98,때,0x975F~0x9760,1,1A,30,0x1DA8F,D2,E8,0x1D770,0x28,0x0E0,e2f0d9
0x9761,107,문자,99,문,0x9761~0x9762,0,00,B8,0x1DA8E,B9,71,0x1D770,0x28,0x0E1,e2f0d9
0x9762,107,문자,99,문,0x9761~0x9762,1,04,37,0x1DA8D,BE,F1,0x1D770,0x28,0x0E2,e2f0d9
0x9763,108,문자,100,에,0x9763~0x9764,0,16,48,0x1DA8C,D1,03,0x1D770,0x28,0x0E3,e2f0d9
0x9764,108,문자,100,에,0x9763~0x9764,1,00,9F,0x1DA8B,BC,5B,0x1D770,0x28,0x0E4,e2f0d9
0x9765,109,문자,101,・,0x9765~0x9766,0,90,60,0x1DA8A,4D,1D,0x1D770,0x28,0x0E5,e2f0d9
0x9766,109,문자,101,・,0x9765~0x9766,1,D2,12,0x1DA89,90,D0,0x1D770,0x28,0x0E6,e2f0d9
0x9767,110,문자,102,・,0x9767~0x9768,0,10,60,0x1DA88,CF,1F,0x1D770,0x28,0x0E7,e2f0d9
0x9768,110,문자,102,・,0x9767~0x9768,1,19,12,0x1DA87,D9,D2,0x1D770,0x28,0x0E8,e2f0d9
0x9769,111,문자,103,・,0x9769~0x976A,0,B0,60,0x1DA86,71,21,0x1D770,0x28,0x0E9,e2f0d9
0x976A,111,문자,103,・,0x9769~0x976A,1,80,12,0x1DA85,42,D4,0x1D770,0x28,0x0EA,e2f0d9
0x976B,112,문자,104,！,0x976B~0x976C,0,70,A0,0x1DA84,33,63,0x1D770,0x28,0x0EB,e2f0d9
0x976C,112,문자,104,！,0x976B~0x976C,1,19,12,0x1DA83,DD,D6,0x1D770,0x28,0x0EC,e2f0d9
0x976D,113,제어,,,0x976D~0x976F,0,F0,19,0x1DA82,B5,DE,0x1D770,0x28,0x0ED,fce4d6
0x976E,113,제어,,,0x976D~0x976F,1,29,00,0x1DA81,EF,C6,0x1D770,0x28,0x0EE,fce4d6
0x976F,113,제어,,,0x976D~0x976F,2,20,78,0x1DA80,E7,3F,0x1D770,0x28,0x0EF,fce4d6
0x9770,114,제어,,,0x9770~0x9771,0,39,15,0x1DA7F,01,DD,0x1D770,0x28,0x0F0,fce4d6
0x9771,114,제어,,,0x9770~0x9771,1,30,00,0x1DA7E,F9,C9,0x1D770,0x28,0x0F1,fce4d6
