작업순번,구분,주소시작,주소끝,슬롯,문자열,바이트,길이,색상,메모
23,문자,0x96C2,0x96C3,13,가,A8 17,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
24,문자,0x96C4,0x96C5,14,까,F8 21,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
25,문자,0x96C6,0x96C7,15,이,98 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
26,문자,0x96C8,0x96C9,16,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
27,문자,0x96CA,0x96CB,17,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
28,문자,0x96CC,0x96CD,18,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
29,제어,0x96CE,0x96D2,,,12 00 23 21 00,5,fce4d6,한글 재배치 기준 HL=96CE→96D3. 제어토큰 유지.
30,문자,0x96D3,0x96D4,19,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
31,문자,0x96D5,0x96D6,20,어,08 70,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
32,문자,0x96D7,0x96D8,21,디,28 30,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
33,문자,0x96D9,0x96DA,22,지,18 E0,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
34,문자,0x96DB,0x96DC,23,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
35,문자,0x96DD,0x96DE,24,？,90 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
36,제어,0x96DF,0x96E3,,,12 00 23 24 00,5,fce4d6,한글 재배치 기준 HL=96DF→96E4. 제어토큰 유지.
37,문자,0x96E4,0x96E5,25,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
38,제어,0x96E6,0x96E8,,,19 00 67,3,fce4d6,한글 재배치 기준 HL=96E6→96E9. 제어토큰 유지.
39,제어,0x96E9,0x96EB,,,1B 00 80,3,fce4d6,한글 재배치 기준 HL=96E9→96EC. 제어토큰 유지.
40,제어,0x96EC,0x96ED,,,15 00,2,fce4d6,한글 재배치 기준 HL=96EC→96EE. 제어토큰 유지.
41,제어,0x96EE,0x96EF,,,16 00,2,fce4d6,한글 재배치 기준 HL=96EE→96F0. 제어토큰 유지.
42,제어,0x96F0,0x96F1,,,17 00,2,fce4d6,한글 재배치 기준 HL=96F0→96F2. 제어토큰 유지.
43,제어,0x96F2,0x96F4,,,1A 00 04,3,fce4d6,한글 재배치 기준 HL=96F2→96F5. 제어토큰 유지.
44,제어,0x96F5,0x96F6,,,16 00,2,fce4d6,한글 재배치 기준 HL=96F5→96F7. 제어토큰 유지.
45,제어,0x96F7,0x96F9,,,19 00 68,3,fce4d6,한글 재배치 기준 HL=96F7→96FA. 제어토큰 유지.
46,제어,0x96FA,0x96FD,,,13 00 02 78,4,fce4d6,한글 재배치 기준 HL=96FA→96FE. 제어토큰 유지.
47,문자,0x96FE,0x96FF,26,흐,08 E5,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
48,문자,0x9700,0x9701,27,하,58 E3,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
49,문자,0x9702,0x9703,28,하,58 E3,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
50,문자,0x9704,0x9705,29,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
51,문자,0x9706,0x9707,30,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
52,문자,0x9708,0x9709,31,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
53,문자,0x970A,0x970B,32,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
54,문자,0x970C,0x970D,33,네,98 25,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
55,문자,0x970E,0x970F,34,가,A8 17,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
56,문자,0x9710,0x9711,35,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
57,문자,0x9712,0x9713,36,새,38 3D,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
58,문자,0x9714,0x9715,37,로,D8 31,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
59,문자,0x9716,0x9717,38,운,F8 D1,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
60,문자,0x9718,0x9719,39,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
61,문자,0x971A,0x971B,40,전,B8 DF,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
62,문자,0x971C,0x971D,41,사,E8 3C,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
63,문자,0x971E,0x971F,42,인,A8 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
64,문자,0x9720,0x9721,43,가,A8 17,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
65,문자,0x9722,0x9723,44,？,90 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
66,문자,0x9724,0x9725,45,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
67,문자,0x9726,0x9727,46,이,98 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
68,문자,0x9728,0x9729,47,름,68 34,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
69,문자,0x972A,0x972B,48,을,58 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
70,문자,0x972C,0x972D,49,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
71,문자,0x972E,0x972F,50,밝,C8 39,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
72,문자,0x9730,0x9731,51,히,68 E5,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
73,문자,0x9732,0x9733,52,거,98 1D,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
74,문자,0x9734,0x9735,53,라,F8 30,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
75,문자,0x9736,0x9737,54,、,20 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
76,문자,0x9738,0x9739,55,바,88 39,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
77,문자,0x973A,0x973B,56,리,78 34,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
78,문자,0x973C,0x973D,57,스,78 3F,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
79,문자,0x973E,0x973F,58,의,88 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
80,문자,0x9740,0x9741,59,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
81,문자,0x9742,0x9743,60,전,B8 DF,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
82,문자,0x9744,0x9745,61,사,E8 3C,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
83,문자,0x9746,0x9747,62,여,58 9F,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
84,문자,0x9748,0x9749,63,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
85,제어,0x974A,0x974C,,,19 00 78,3,fce4d6,한글 재배치 기준 HL=974A→974D. 제어토큰 유지.
86,제어,0x974D,0x974E,,,15 00,2,fce4d6,한글 재배치 기준 HL=974D→974F. 제어토큰 유지.
87,제어,0x974F,0x9750,,,17 00,2,fce4d6,한글 재배치 기준 HL=974F→9751. 제어토큰 유지.
88,제어,0x9751,0x9753,,,1A 00 04,3,fce4d6,한글 재배치 기준 HL=9751→9754. 제어토큰 유지.
89,제어,0x9754,0x9755,,,16 00,2,fce4d6,한글 재배치 기준 HL=9754→9756. 제어토큰 유지.
90,문자,0x9756,0x9757,64,너,50 25,2,e9ae2b,주황색 대화체 발화용 문자행: 패치 KANJI1 발화체 토큰 반영.
91,문자,0x9758,0x9759,65,、,20 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
92,문자,0x975A,0x975B,66,넌,60 25,2,e9ae2b,주황색 대화체 발화용 문자행: 패치 KANJI1 발화체 토큰 반영.
93,문자,0x975C,0x975D,67,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
94,문자,0x975E,0x975F,68,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
95,문자,0x9760,0x9761,69,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
96,문자,0x9762,0x9763,70,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
97,문자,0x9764,0x9765,71,누,C0 25,2,e9ae2b,주황색 대화체 발화용 문자행: 패치 KANJI1 발화체 토큰 반영.
98,문자,0x9766,0x9767,72,구,00 21,2,e9ae2b,주황색 대화체 발화용 문자행: 패치 KANJI1 발화체 토큰 반영.
99,문자,0x9768,0x9769,73,야,00 6C,2,e9ae2b,주황색 대화체 발화용 문자행: 패치 KANJI1 발화체 토큰 반영.
100,문자,0x976A,0x976B,74,！,A0 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
101,문자,0x976C,0x976D,75,？,90 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
102,제어,0x976E,0x9770,,,19 00 69,3,fce4d6,한글 재배치 기준 HL=976E→9771. 제어토큰 유지.
103,제어,0x9771,0x9772,,,15 00,2,fce4d6,한글 재배치 기준 HL=9771→9773. 제어토큰 유지.
104,제어,0x9773,0x9774,,,17 00,2,fce4d6,한글 재배치 기준 HL=9773→9775. 제어토큰 유지.
105,제어,0x9775,0x9777,,,1A 00 04,3,fce4d6,한글 재배치 기준 HL=9775→9778. 제어토큰 유지.
106,제어,0x9778,0x9779,,,16 00,2,fce4d6,한글 재배치 기준 HL=9778→977A. 제어토큰 유지.
107,문자,0x977A,0x977B,76,하,58 E3,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
108,문자,0x977C,0x977D,77,하,58 E3,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
109,문자,0x977E,0x977F,78,하,58 E3,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
110,문자,0x9780,0x9781,79,、,20 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
111,문자,0x9782,0x9783,80,왜,F8 C5,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
112,문자,0x9784,0x9785,81,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
113,문자,0x9786,0x9787,82,그,58 21,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
114,문자,0x9788,0x9789,83,러,48 31,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
115,문자,0x978A,0x978B,84,느,D8 25,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
116,문자,0x978C,0x978D,85,냐,38 25,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
117,문자,0x978E,0x978F,86,？,90 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
118,문자,0x9790,0x9791,87,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
119,문자,0x9792,0x9793,88,목,B8 35,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
120,문자,0x9794,0x9795,89,소,D8 3D,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
121,문자,0x9796,0x9797,90,리,78 34,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
122,문자,0x9798,0x9799,91,가,A8 17,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
123,문자,0x979A,0x979B,92,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
124,문자,0x979C,0x979D,93,떨,A8 30,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
125,문자,0x979E,0x979F,94,리,78 34,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
126,문자,0x97A0,0x97A1,95,는,E8 25,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
127,문자,0x97A2,0x97A3,96,구,08 21,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
128,문자,0x97A4,0x97A5,97,나,B8 24,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
129,문자,0x97A6,0x97A7,98,。,30 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
130,문자,0x97A8,0x97A9,99,바,88 39,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
131,문자,0x97AA,0x97AB,100,리,78 34,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
132,문자,0x97AC,0x97AD,101,아,08 56,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
133,문자,0x97AE,0x97AF,102,에,48 9F,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
134,문자,0x97B0,0x97B1,103,게,08 20,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
135,문자,0x97B2,0x97B3,104,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
136,문자,0x97B4,0x97B5,105,이,98 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
137,문자,0x97B6,0x97B7,106,미,58 39,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
138,문자,0x97B8,0x97B9,107,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
139,문자,0x97BA,0x97BB,108,들,18 30,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
140,문자,0x97BC,0x97BD,109,었,08 7E,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
141,문자,0x97BE,0x97BF,110,을,58 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
142,문자,0x97C0,0x97C1,111,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
143,문자,0x97C2,0x97C3,112,터,58 E2,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
144,문자,0x97C4,0x97C5,113,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
145,문자,0x97C6,0x97C7,114,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
146,문자,0x97C8,0x97C9,115,・,60 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
147,문자,0x97CA,0x97CB,116,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
148,문자,0x97CC,0x97CD,117,이,98 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
149,문자,0x97CE,0x97CF,118,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
150,문자,0x97D0,0x97D1,119,몸,D8 35,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
151,문자,0x97D2,0x97D3,120,은,48 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
152,문자,0x97D4,0x97D5,121,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
153,문자,0x97D6,0x97D7,122,베,98 3B,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
154,문자,0x97D8,0x97D9,123,칸,D8 E1,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
155,문자,0x97DA,0x97DB,124,티,D8 E2,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
156,문자,0x97DC,0x97DD,125,의,88 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
157,문자,0x97DE,0x97DF,126,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
158,문자,0x97E0,0x97E1,127,군,28 21,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
159,문자,0x97E2,0x97E3,128,주,F8 F5,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
160,문자,0x97E4,0x97E5,129,이,98 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
161,문자,0x97E6,0x97E7,130,자,08 DF,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
162,문자,0x97E8,0x97E9,131,、,20 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
163,문자,0x97EA,0x97EB,132,삼,18 3D,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
164,문자,0x97EC,0x97ED,133,계,78 20,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
165,문자,0x97EE,0x97EF,134,의,88 DE,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
166,문자,0x97F0,0x97F1,135,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
167,문자,0x97F2,0x97F3,136,지,18 E0,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
168,문자,0x97F4,0x97F5,137,배,E8 39,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
169,문자,0x97F6,0x97F7,138,자,08 DF,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
170,문자,0x97F8,0x97F9,139,␠,18 12,2,e2f0d9,전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
171,문자,0x97FA,0x97FB,140,로,D8 31,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
172,문자,0x97FC,0x97FD,141,그,58 21,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
173,문자,0x97FE,0x97FF,142,레,A8 31,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
174,문자,0x9800,0x9801,143,스,78 3F,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
175,문자,0x9802,0x9803,144,다,C8 27,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
176,문자,0x9804,0x9805,145,。,30 12,2,e2f0d9,PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
177,제어,0x9806,0x9807,,,15 00,2,fce4d6,한글 재배치 기준 HL=9806→9808. 제어토큰 유지.
178,제어,0x9808,0x980A,,,19 00 68,3,fce4d6,한글 재배치 기준 HL=9808→980B. 제어토큰 유지.
179,제어,0x980B,0x980D,,,1A 00 03,3,fce4d6,한글 재배치 기준 HL=980B→980E. 제어토큰 유지.
180,제어,0x980E,0x9810,,,19 00 69,3,fce4d6,한글 재배치 기준 HL=980E→9811. 제어토큰 유지.
181,문자,0x9811,0x9812,146,훌,D8 E4,2,e2f0d9,"연녹색 일반 문자행: 같은 glyph base 유지, 첫 바이트 OR 08h로 일반 문자 토큰 반영."
