runtime_addr,row,kind,slot,char,row_addr,byte_index_in_row,decoded_old,decoded_new,disk_offset,raw_old,raw_new,payload_start,decode_key,segment_index,fill
0x96BF,21,제어,,,0x96BB~0x96BF,4,28,00,0x1BEC0,3E,16,0x1BB00,0x29,0x03F,fce4d6
0x96C0,22,문자,12,␠,0x96C0~0x96C1,0,60,18,0x1BEBF,77,2F,0x1BB00,0x29,0x040,e2f0d9
0x96C2,23,문자,13,가,0x96C2~0x96C3,0,60,A8,0x1BEBD,79,C1,0x1BB00,0x29,0x042,e2f0d9
0x96C3,23,문자,13,가,0x96C2~0x96C3,1,12,17,0x1BEBC,2C,31,0x1BB00,0x29,0x043,e2f0d9
0x96C4,24,문자,14,까,0x96C4~0x96C5,0,60,F8,0x1BEBB,7B,13,0x1BB00,0x29,0x044,e2f0d9
0x96C5,24,문자,14,까,0x96C4~0x96C5,1,12,21,0x1BEBA,2E,3D,0x1BB00,0x29,0x045,e2f0d9
0x96C6,25,문자,15,이,0x96C6~0x96C7,0,12,98,0x1BEB9,2F,B5,0x1BB00,0x29,0x046,e2f0d9
0x96C7,25,문자,15,이,0x96C6~0x96C7,1,00,DE,0x1BEB8,1E,FC,0x1BB00,0x29,0x047,e2f0d9
0x96C8,26,문자,16,・,0x96C8~0x96C9,0,23,60,0x1BEB7,42,7F,0x1BB00,0x29,0x048,e2f0d9
0x96C9,26,문자,16,・,0x96C8~0x96C9,1,21,12,0x1BEB6,41,32,0x1BB00,0x29,0x049,e2f0d9
0x96CA,27,문자,17,・,0x96CA~0x96CB,0,00,60,0x1BEB5,21,81,0x1BB00,0x29,0x04A,e2f0d9
0x96CB,27,문자,17,・,0x96CA~0x96CB,1,98,12,0x1BEB4,BA,34,0x1BB00,0x29,0x04B,e2f0d9
0x96CC,28,문자,18,・,0x96CC~0x96CD,0,28,60,0x1BEB3,4B,83,0x1BB00,0x29,0x04C,e2f0d9
0x96CD,28,문자,18,・,0x96CC~0x96CD,1,38,12,0x1BEB2,5C,36,0x1BB00,0x29,0x04D,e2f0d9
0x96CE,29,제어,,,0x96CE~0x96D2,0,19,12,0x1BEB1,3E,37,0x1BB00,0x29,0x04E,fce4d6
0x96CF,29,제어,,,0x96CE~0x96D2,1,A0,00,0x1BEB0,C6,26,0x1BB00,0x29,0x04F,fce4d6
0x96D0,29,제어,,,0x96CE~0x96D2,2,12,23,0x1BEAF,39,4A,0x1BB00,0x29,0x050,fce4d6
0x96D1,29,제어,,,0x96CE~0x96D2,3,90,21,0x1BEAE,B8,49,0x1BB00,0x29,0x051,fce4d6
0x96D2,29,제어,,,0x96CE~0x96D2,4,12,00,0x1BEAD,3B,29,0x1BB00,0x29,0x052,fce4d6
0x96D3,30,문자,19,␠,0x96D3~0x96D4,0,12,18,0x1BEAC,3C,42,0x1BB00,0x29,0x053,e2f0d9
0x96D4,30,문자,19,␠,0x96D3~0x96D4,1,00,12,0x1BEAB,2B,3D,0x1BB00,0x29,0x054,e2f0d9
0x96D5,31,문자,20,어,0x96D5~0x96D6,0,23,08,0x1BEAA,4F,34,0x1BB00,0x29,0x055,e2f0d9
0x96D6,31,문자,20,어,0x96D5~0x96D6,1,24,70,0x1BEA9,51,9D,0x1BB00,0x29,0x056,e2f0d9
0x96D7,32,문자,21,디,0x96D7~0x96D8,0,00,28,0x1BEA8,2E,56,0x1BB00,0x29,0x057,e2f0d9
0x96D8,32,문자,21,디,0x96D7~0x96D8,1,A0,30,0x1BEA7,CF,5F,0x1BB00,0x29,0x058,e2f0d9
0x96D9,33,문자,22,지,0x96D9~0x96DA,0,12,18,0x1BEA6,42,48,0x1BB00,0x29,0x059,e2f0d9
0x96DA,33,문자,22,지,0x96D9~0x96DA,1,19,E0,0x1BEA5,4A,11,0x1BB00,0x29,0x05A,e2f0d9
0x96DB,34,문자,23,！,0x96DB~0x96DC,0,00,A0,0x1BEA4,32,D2,0x1BB00,0x29,0x05B,e2f0d9
0x96DC,34,문자,23,！,0x96DB~0x96DC,1,67,12,0x1BEA3,9A,45,0x1BB00,0x29,0x05C,e2f0d9
0x96DD,35,문자,24,？,0x96DD~0x96DE,0,1B,90,0x1BEA2,4F,C4,0x1BB00,0x29,0x05D,e2f0d9
0x96DE,35,문자,24,？,0x96DD~0x96DE,1,00,12,0x1BEA1,35,47,0x1BB00,0x29,0x05E,e2f0d9
0x96DF,36,제어,,,0x96DF~0x96E3,0,80,12,0x1BEA0,B6,48,0x1BB00,0x29,0x05F,fce4d6
0x96E0,36,제어,,,0x96DF~0x96E3,1,15,00,0x1BE9F,4C,37,0x1BB00,0x29,0x060,fce4d6
0x96E1,36,제어,,,0x96DF~0x96E3,2,00,23,0x1BE9E,38,5B,0x1BB00,0x29,0x061,fce4d6
0x96E2,36,제어,,,0x96DF~0x96E3,3,16,24,0x1BE9D,4F,5D,0x1BB00,0x29,0x062,fce4d6
0x96E4,37,문자,25,！,0x96E4~0x96E5,0,17,A0,0x1BE9B,52,DB,0x1BB00,0x29,0x064,e2f0d9
0x96E5,37,문자,25,！,0x96E4~0x96E5,1,00,12,0x1BE9A,3C,4E,0x1BB00,0x29,0x065,e2f0d9
0x96E6,38,제어,,,0x96E6~0x96E8,0,1A,19,0x1BE99,57,56,0x1BB00,0x29,0x066,fce4d6
0x96E8,38,제어,,,0x96E6~0x96E8,2,04,67,0x1BE97,43,A6,0x1BB00,0x29,0x068,fce4d6
0x96E9,39,제어,,,0x96E9~0x96EB,0,16,1B,0x1BE96,56,5B,0x1BB00,0x29,0x069,fce4d6
0x96EB,39,제어,,,0x96E9~0x96EB,2,19,80,0x1BE94,5B,C2,0x1BB00,0x29,0x06B,fce4d6
0x96EC,40,제어,,,0x96EC~0x96ED,0,00,15,0x1BE93,43,58,0x1BB00,0x29,0x06C,fce4d6
0x96ED,40,제어,,,0x96EC~0x96ED,1,68,00,0x1BE92,AC,44,0x1BB00,0x29,0x06D,fce4d6
0x96EE,41,제어,,,0x96EE~0x96EF,0,13,16,0x1BE91,58,5B,0x1BB00,0x29,0x06E,fce4d6
0x96F0,42,제어,,,0x96F0~0x96F1,0,02,17,0x1BE8F,49,5E,0x1BB00,0x29,0x070,fce4d6
0x96F1,42,제어,,,0x96F0~0x96F1,1,78,00,0x1BE8E,C0,48,0x1BB00,0x29,0x071,fce4d6
0x96F2,43,제어,,,0x96F2~0x96F4,0,58,1A,0x1BE8D,A1,63,0x1BB00,0x29,0x072,fce4d6
0x96F3,43,제어,,,0x96F2~0x96F4,1,2B,00,0x1BE8C,75,4A,0x1BB00,0x29,0x073,fce4d6
0x96F4,43,제어,,,0x96F2~0x96F4,2,F8,04,0x1BE8B,43,4F,0x1BB00,0x29,0x074,fce4d6
0x96F5,44,제어,,,0x96F5~0x96F6,0,2A,16,0x1BE8A,76,62,0x1BB00,0x29,0x075,fce4d6
0x96F6,44,제어,,,0x96F5~0x96F6,1,F8,00,0x1BE89,45,4D,0x1BB00,0x29,0x076,fce4d6
0x96F7,45,제어,,,0x96F7~0x96F9,0,2A,19,0x1BE88,78,67,0x1BB00,0x29,0x077,fce4d6
0x96F8,45,제어,,,0x96F7~0x96F9,1,F8,00,0x1BE87,47,4F,0x1BB00,0x29,0x078,fce4d6
0x96F9,45,제어,,,0x96F7~0x96F9,2,2A,68,0x1BE86,7A,B8,0x1BB00,0x29,0x079,fce4d6
0x96FA,46,제어,,,0x96FA~0x96FD,0,F8,13,0x1BE85,49,64,0x1BB00,0x29,0x07A,fce4d6
0x96FB,46,제어,,,0x96FA~0x96FD,1,2A,00,0x1BE84,7C,52,0x1BB00,0x29,0x07B,fce4d6
0x96FC,46,제어,,,0x96FA~0x96FD,2,F8,02,0x1BE83,4B,55,0x1BB00,0x29,0x07C,fce4d6
0x96FD,46,제어,,,0x96FA~0x96FD,3,2A,78,0x1BE82,7E,CC,0x1BB00,0x29,0x07D,fce4d6
0x96FE,47,문자,26,흐,0x96FE~0x96FF,0,60,08,0x1BE81,B5,5D,0x1BB00,0x29,0x07E,e2f0d9
0x96FF,47,문자,26,흐,0x96FE~0x96FF,1,12,E5,0x1BE80,68,3B,0x1BB00,0x29,0x07F,e2f0d9
0x9700,48,문자,27,하,0x9700~0x9701,0,60,58,0x1BE7F,B7,AF,0x1BB00,0x29,0x080,e2f0d9
0x9701,48,문자,27,하,0x9700~0x9701,1,12,E3,0x1BE7E,6A,3B,0x1BB00,0x29,0x081,e2f0d9
0x9702,49,문자,28,하,0x9702~0x9703,0,60,58,0x1BE7D,B9,B1,0x1BB00,0x29,0x082,e2f0d9
0x9703,49,문자,28,하,0x9702~0x9703,1,12,E3,0x1BE7C,6C,3D,0x1BB00,0x29,0x083,e2f0d9
0x9704,50,문자,29,・,0x9704~0x9705,0,A8,60,0x1BE7B,03,BB,0x1BB00,0x29,0x084,e2f0d9
0x9705,50,문자,29,・,0x9704~0x9705,1,18,12,0x1BE7A,74,6E,0x1BB00,0x29,0x085,e2f0d9
0x9706,51,문자,30,・,0x9706~0x9707,0,E8,60,0x1BE79,45,BD,0x1BB00,0x29,0x086,e2f0d9
0x9707,51,문자,30,・,0x9706~0x9707,1,29,12,0x1BE78,87,70,0x1BB00,0x29,0x087,e2f0d9
0x9708,52,문자,31,・,0x9708~0x9709,0,88,60,0x1BE77,E7,BF,0x1BB00,0x29,0x088,e2f0d9
0x9709,52,문자,31,・,0x9708~0x9709,1,18,12,0x1BE76,78,72,0x1BB00,0x29,0x089,e2f0d9
0x970A,53,문자,32,␠,0x970A~0x970B,0,C8,18,0x1BE75,29,79,0x1BB00,0x29,0x08A,e2f0d9
0x970B,53,문자,32,␠,0x970A~0x970B,1,18,12,0x1BE74,7A,74,0x1BB00,0x29,0x08B,e2f0d9
0x970C,54,문자,33,네,0x970C~0x970D,0,38,98,0x1BE73,9B,FB,0x1BB00,0x29,0x08C,e2f0d9
0x970D,54,문자,33,네,0x970C~0x970D,1,74,25,0x1BE72,D8,89,0x1BB00,0x29,0x08D,e2f0d9
0x970E,55,문자,34,가,0x970E~0x970F,0,98,A8,0x1BE71,FD,0D,0x1BB00,0x29,0x08E,e2f0d9
0x970F,55,문자,34,가,0x970E~0x970F,1,8B,17,0x1BE70,F1,7D,0x1BB00,0x29,0x08F,e2f0d9
0x9710,56,문자,35,␠,0x9710~0x9711,0,E8,18,0x1BE6F,4F,7F,0x1BB00,0x29,0x090,e2f0d9
0x9711,56,문자,35,␠,0x9710~0x9711,1,28,12,0x1BE6E,90,7A,0x1BB00,0x29,0x091,e2f0d9
0x9712,57,문자,36,새,0x9712~0x9713,0,F8,38,0x1BE6D,61,A1,0x1BB00,0x29,0x092,e2f0d9
0x9713,57,문자,36,새,0x9712~0x9713,1,C0,3D,0x1BE6C,2A,A7,0x1BB00,0x29,0x093,e2f0d9
0x9714,58,문자,37,로,0x9714~0x9715,0,E8,D8,0x1BE6B,53,43,0x1BB00,0x29,0x094,e2f0d9
0x9715,58,문자,37,로,0x9714~0x9715,1,B6,31,0x1BE6A,22,9D,0x1BB00,0x29,0x095,e2f0d9
0x9716,59,문자,38,운,0x9716~0x9717,0,B8,F8,0x1BE69,25,65,0x1BB00,0x29,0x096,e2f0d9
0x9717,59,문자,38,운,0x9716~0x9717,1,18,D1,0x1BE68,86,3F,0x1BB00,0x29,0x097,e2f0d9
0x9718,60,문자,39,␠,0x9718~0x9719,0,20,18,0x1BE67,8F,87,0x1BB00,0x29,0x098,e2f0d9
0x971A,61,문자,40,전,0x971A~0x971B,0,E8,B8,0x1BE65,59,29,0x1BB00,0x29,0x09A,e2f0d9
0x971B,61,문자,40,전,0x971A~0x971B,1,59,DF,0x1BE64,CB,51,0x1BB00,0x29,0x09B,e2f0d9
0x971C,62,문자,41,사,0x971C~0x971D,0,88,E8,0x1BE63,FB,5B,0x1BB00,0x29,0x09C,e2f0d9
0x971D,62,문자,41,사,0x971C~0x971D,1,FC,3C,0x1BE62,70,B0,0x1BB00,0x29,0x09D,e2f0d9
0x971E,63,문자,42,인,0x971E~0x971F,0,B8,A8,0x1BE61,2D,1D,0x1BB00,0x29,0x09E,e2f0d9
0x971F,63,문자,42,인,0x971E~0x971F,1,38,DE,0x1BE60,AE,54,0x1BB00,0x29,0x09F,e2f0d9
0x9720,64,문자,43,가,0x9720~0x9721,0,C8,A8,0x1BE5F,3F,1F,0x1BB00,0x29,0x0A0,e2f0d9
0x9721,64,문자,43,가,0x9720~0x9721,1,18,17,0x1BE5E,90,8F,0x1BB00,0x29,0x0A1,e2f0d9
0x9722,65,문자,44,？,0x9722~0x9723,0,88,90,0x1BE5D,01,09,0x1BB00,0x29,0x0A2,e2f0d9
0x9723,65,문자,44,？,0x9722~0x9723,1,38,12,0x1BE5C,B2,8C,0x1BB00,0x29,0x0A3,e2f0d9
0x9724,66,문자,45,␠,0x9724~0x9725,0,48,18,0x1BE5B,C3,93,0x1BB00,0x29,0x0A4,e2f0d9
0x9725,66,문자,45,␠,0x9724~0x9725,1,18,12,0x1BE5A,94,8E,0x1BB00,0x29,0x0A5,e2f0d9
0x9726,67,문자,46,이,0x9726~0x9727,0,48,98,0x1BE59,C5,15,0x1BB00,0x29,0x0A6,e2f0d9
0x9727,67,문자,46,이,0x9726~0x9727,1,3B,DE,0x1BE58,B9,5C,0x1BB00,0x29,0x0A7,e2f0d9
0x9728,68,문자,47,름,0x9728~0x9729,0,18,68,0x1BE57,97,E7,0x1BB00,0x29,0x0A8,e2f0d9
0x9729,68,문자,47,름,0x9728~0x9729,1,1A,34,0x1BE56,9A,B4,0x1BB00,0x29,0x0A9,e2f0d9
0x972A,69,문자,48,을,0x972A~0x972B,0,A8,58,0x1BE55,29,D9,0x1BB00,0x29,0x0AA,e2f0d9
0x972B,69,문자,48,을,0x972A~0x972B,1,3A,DE,0x1BE54,BC,60,0x1BB00,0x29,0x0AB,e2f0d9
0x972C,70,문자,49,␠,0x972C~0x972D,0,98,18,0x1BE53,1B,9B,0x1BB00,0x29,0x0AC,e2f0d9
0x972D,70,문자,49,␠,0x972C~0x972D,1,1B,12,0x1BE52,9F,96,0x1BB00,0x29,0x0AD,e2f0d9
0x972E,71,문자,50,밝,0x972E~0x972F,0,E8,C8,0x1BE51,6D,4D,0x1BB00,0x29,0x0AE,e2f0d9
0x972F,71,문자,50,밝,0x972E~0x972F,1,28,39,0x1BE50,AE,BF,0x1BB00,0x29,0x0AF,e2f0d9
0x9730,72,문자,51,히,0x9730~0x9731,0,F8,68,0x1BE4F,7F,EF,0x1BB00,0x29,0x0B0,e2f0d9
0x9731,72,문자,51,히,0x9730~0x9731,1,C0,E5,0x1BE4E,48,6D,0x1BB00,0x29,0x0B1,e2f0d9
0x9732,73,문자,52,거,0x9732~0x9733,0,E8,98,0x1BE4D,71,21,0x1BB00,0x29,0x0B2,e2f0d9
0x9733,73,문자,52,거,0x9732~0x9733,1,B6,1D,0x1BE4C,40,A7,0x1BB00,0x29,0x0B3,e2f0d9
0x9734,74,문자,53,라,0x9734~0x9735,0,88,F8,0x1BE4B,13,83,0x1BB00,0x29,0x0B4,e2f0d9
0x9735,74,문자,53,라,0x9734~0x9735,1,38,30,0x1BE4A,C4,BC,0x1BB00,0x29,0x0B5,e2f0d9
0x9736,75,문자,54,、,0x9736~0x9737,0,A0,20,0x1BE49,2D,AD,0x1BB00,0x29,0x0B6,e2f0d9
0x9738,76,문자,55,바,0x9738~0x9739,0,19,88,0x1BE47,A8,17,0x1BB00,0x29,0x0B8,e2f0d9
0x9739,76,문자,55,바,0x9738~0x9739,1,00,39,0x1BE46,90,C9,0x1BB00,0x29,0x0B9,e2f0d9
0x973B,77,문자,56,리,0x973A~0x973B,1,15,34,0x1BE44,A7,C6,0x1BB00,0x29,0x0BB,e2f0d9
0x973C,78,문자,57,스,0x973C~0x973D,0,00,78,0x1BE43,93,0B,0x1BB00,0x29,0x0BC,e2f0d9
0x973D,78,문자,57,스,0x973C~0x973D,1,17,3F,0x1BE42,AB,D3,0x1BB00,0x29,0x0BD,e2f0d9
0x973E,79,문자,58,의,0x973E~0x973F,0,00,88,0x1BE41,95,1D,0x1BB00,0x29,0x0BE,e2f0d9
0x973F,79,문자,58,의,0x973E~0x973F,1,1A,DE,0x1BE40,B0,74,0x1BB00,0x29,0x0BF,e2f0d9
0x9740,80,문자,59,␠,0x9740~0x9741,0,00,18,0x1BE3F,97,AF,0x1BB00,0x29,0x0C0,e2f0d9
0x9741,80,문자,59,␠,0x9740~0x9741,1,04,12,0x1BE3E,9C,AA,0x1BB00,0x29,0x0C1,e2f0d9
0x9742,81,문자,60,전,0x9742~0x9743,0,16,B8,0x1BE3D,AF,51,0x1BB00,0x29,0x0C2,e2f0d9
0x9743,81,문자,60,전,0x9742~0x9743,1,00,DF,0x1BE3C,9A,79,0x1BB00,0x29,0x0C3,e2f0d9
0x9744,82,문자,61,사,0x9744~0x9745,0,A0,E8,0x1BE3B,3B,83,0x1BB00,0x29,0x0C4,e2f0d9
0x9745,82,문자,61,사,0x9744~0x9745,1,18,3C,0x1BE3A,B4,D8,0x1BB00,0x29,0x0C5,e2f0d9
0x9746,83,문자,62,여,0x9746~0x9747,0,20,58,0x1BE39,BD,F5,0x1BB00,0x29,0x0C6,e2f0d9
0x9747,83,문자,62,여,0x9746~0x9747,1,12,9F,0x1BE38,B0,3D,0x1BB00,0x29,0x0C7,e2f0d9
0x9749,84,문자,63,！,0x9748~0x9749,1,18,12,0x1BE36,B8,B2,0x1BB00,0x29,0x0C9,e2f0d9
0x974A,85,제어,,,0x974A~0x974C,0,E0,19,0x1BE35,81,BA,0x1BB00,0x29,0x0CA,fce4d6
0x974B,85,제어,,,0x974A~0x974C,1,29,00,0x1BE34,CB,A2,0x1BB00,0x29,0x0CB,fce4d6
0x974C,85,제어,,,0x974A~0x974C,2,80,78,0x1BE33,23,1B,0x1BB00,0x29,0x0CC,fce4d6
0x974D,86,제어,,,0x974D~0x974E,0,18,15,0x1BE32,BC,B9,0x1BB00,0x29,0x0CD,fce4d6
0x974E,86,제어,,,0x974D~0x974E,1,F0,00,0x1BE31,95,A5,0x1BB00,0x29,0x0CE,fce4d6
0x974F,87,제어,,,0x974F~0x9750,0,28,17,0x1BE30,CE,BD,0x1BB00,0x29,0x0CF,fce4d6
0x9750,87,제어,,,0x974F~0x9750,1,60,00,0x1BE2F,07,A7,0x1BB00,0x29,0x0D0,fce4d6
0x9751,88,제어,,,0x9751~0x9753,0,12,1A,0x1BE2E,BA,C2,0x1BB00,0x29,0x0D1,fce4d6
0x9752,88,제어,,,0x9751~0x9753,1,60,00,0x1BE2D,09,A9,0x1BB00,0x29,0x0D2,fce4d6
0x9753,88,제어,,,0x9751~0x9753,2,12,04,0x1BE2C,BC,AE,0x1BB00,0x29,0x0D3,fce4d6
0x9754,89,제어,,,0x9754~0x9755,0,60,16,0x1BE2B,0B,C1,0x1BB00,0x29,0x0D4,fce4d6
0x9755,89,제어,,,0x9754~0x9755,1,12,00,0x1BE2A,BE,AC,0x1BB00,0x29,0x0D5,fce4d6
0x9756,90,문자,64,너,0x9756~0x9757,0,F0,50,0x1BE29,9D,FD,0x1BB00,0x29,0x0D6,e9ae2b
0x9757,90,문자,64,너,0x9756~0x9757,1,46,25,0x1BE28,F4,D3,0x1BB00,0x29,0x0D7,e9ae2b
0x9758,91,문자,65,、,0x9758~0x9759,0,A0,20,0x1BE27,4F,CF,0x1BB00,0x29,0x0D8,e2f0d9
0x9759,91,문자,65,、,0x9758~0x9759,1,28,12,0x1BE26,D8,C2,0x1BB00,0x29,0x0D9,e2f0d9
0x975A,92,문자,66,넌,0x975A~0x975B,0,E0,60,0x1BE25,91,11,0x1BB00,0x29,0x0DA,e9ae2b
0x975B,92,문자,66,넌,0x975A~0x975B,1,28,25,0x1BE24,DA,D7,0x1BB00,0x29,0x0DB,e9ae2b
0x975C,93,문자,67,・,0x975C~0x975D,0,A0,60,0x1BE23,53,13,0x1BB00,0x29,0x0DC,e2f0d9
0x975E,94,문자,68,・,0x975E~0x975F,0,90,60,0x1BE21,45,15,0x1BB00,0x29,0x0DE,e2f0d9
0x9760,95,문자,69,・,0x9760~0x9761,0,19,60,0x1BE1F,D0,17,0x1BB00,0x29,0x0E0,e2f0d9
0x9761,95,문자,69,・,0x9760~0x9761,1,00,12,0x1BE1E,B8,CA,0x1BB00,0x29,0x0E1,e2f0d9
0x9762,96,문자,70,␠,0x9762~0x9763,0,69,18,0x1BE1D,22,D1,0x1BB00,0x29,0x0E2,e2f0d9
0x9763,96,문자,70,␠,0x9762~0x9763,1,15,12,0x1BE1C,CF,CC,0x1BB00,0x29,0x0E3,e2f0d9
0x9764,97,문자,71,누,0x9764~0x9765,0,00,C0,0x1BE1B,BB,7B,0x1BB00,0x29,0x0E4,e9ae2b
0x9765,97,문자,71,누,0x9764~0x9765,1,17,25,0x1BE1A,D3,E1,0x1BB00,0x29,0x0E5,e9ae2b
0x9767,98,문자,72,구,0x9766~0x9767,1,1A,21,0x1BE18,D8,DF,0x1BB00,0x29,0x0E7,e9ae2b
0x9769,99,문자,73,야,0x9768~0x9769,1,04,6C,0x1BE16,C4,2C,0x1BB00,0x29,0x0E9,e9ae2b
0x976A,100,문자,74,！,0x976A~0x976B,0,16,A0,0x1BE15,D7,61,0x1BB00,0x29,0x0EA,e2f0d9
0x976B,100,문자,74,！,0x976A~0x976B,1,00,12,0x1BE14,C2,D4,0x1BB00,0x29,0x0EB,e2f0d9
0x976C,101,문자,75,？,0x976C~0x976D,0,F8,90,0x1BE13,BB,53,0x1BB00,0x29,0x0EC,e2f0d9
0x976D,101,문자,75,？,0x976C~0x976D,1,2A,12,0x1BE12,EE,D6,0x1BB00,0x29,0x0ED,e2f0d9
0x976E,102,제어,,,0x976E~0x9770,0,38,19,0x1BE11,FD,DE,0x1BB00,0x29,0x0EE,fce4d6
0x976F,102,제어,,,0x976E~0x9770,1,2A,00,0x1BE10,F0,C6,0x1BB00,0x29,0x0EF,fce4d6
0x9770,102,제어,,,0x976E~0x9770,2,F8,69,0x1BE0F,BF,30,0x1BB00,0x29,0x0F0,fce4d6
0x9771,103,제어,,,0x9771~0x9772,0,2A,15,0x1BE0E,F2,DD,0x1BB00,0x29,0x0F1,fce4d6
0x9772,103,제어,,,0x9771~0x9772,1,38,00,0x1BE0D,01,C9,0x1BB00,0x29,0x0F2,fce4d6
0x9773,104,제어,,,0x9773~0x9774,0,2A,17,0x1BE0C,F4,E1,0x1BB00,0x29,0x0F3,fce4d6
0x9774,104,제어,,,0x9773~0x9774,1,F8,00,0x1BE0B,C3,CB,0x1BB00,0x29,0x0F4,fce4d6
0x9775,105,제어,,,0x9775~0x9777,0,2A,1A,0x1BE0A,F6,E6,0x1BB00,0x29,0x0F5,fce4d6
0x9776,105,제어,,,0x9775~0x9777,1,38,00,0x1BE09,05,CD,0x1BB00,0x29,0x0F6,fce4d6
0x9777,105,제어,,,0x9775~0x9777,2,2A,04,0x1BE08,F8,D2,0x1BB00,0x29,0x0F7,fce4d6
0x9778,106,제어,,,0x9778~0x9779,0,20,16,0x1BE07,EF,E5,0x1BB00,0x29,0x0F8,fce4d6
0x9779,106,제어,,,0x9778~0x9779,1,12,00,0x1BE06,E2,D0,0x1BB00,0x29,0x0F9,fce4d6
0x977A,107,문자,76,하,0x977A~0x977B,0,98,58,0x1BE05,69,29,0x1BB00,0x29,0x0FA,e2f0d9
0x977B,107,문자,76,하,0x977A~0x977B,1,28,E3,0x1BE04,FA,B5,0x1BB00,0x29,0x0FB,e2f0d9
0x977C,108,문자,77,하,0x977C~0x977D,0,68,58,0x1BE03,3B,2B,0x1BB00,0x29,0x0FC,e2f0d9
0x977D,108,문자,77,하,0x977C~0x977D,1,18,E3,0x1BE02,EC,B7,0x1BB00,0x29,0x0FD,e2f0d9
0x977E,109,문자,78,하,0x977E~0x977F,0,78,58,0x1BE01,4D,2D,0x1BB00,0x29,0x0FE,e2f0d9
0x977F,109,문자,78,하,0x977E~0x977F,1,19,E3,0x1BE00,F0,BA,0x1BB00,0x29,0x0FF,e2f0d9
0x9780,110,문자,79,、,0x9780~0x9781,0,F8,20,0x1BDFF,D0,F8,0x1BB00,0x29,0x100,e2f0d9
0x9781,110,문자,79,、,0x9780~0x9781,1,19,12,0x1BDFE,F2,EB,0x1BB00,0x29,0x101,e2f0d9
0x9782,111,문자,80,왜,0x9782~0x9783,0,90,F8,0x1BDFD,6A,D2,0x1BB00,0x29,0x102,e2f0d9
0x9783,111,문자,80,왜,0x9782~0x9783,1,12,C5,0x1BDFC,ED,A0,0x1BB00,0x29,0x103,e2f0d9
