runtime_addr,row,kind,slot,char,row_addr,byte_index_in_row,decoded_old,decoded_new,disk_offset,raw_old,raw_new,payload_start,decode_key,segment_index,fill
0x9713,66,문자,54,고,0x9712~0x9713,1,28,20,0x1AE2C,91,89,0x1AAC0,0x2A,0x093,e2f0d9
0x9714,67,문자,55,␠,0x9714~0x9715,0,D8,18,0x1AE2B,42,82,0x1AAC0,0x2A,0x094,e2f0d9
0x9715,67,문자,55,␠,0x9714~0x9715,1,19,12,0x1AE2A,84,7D,0x1AAC0,0x2A,0x095,e2f0d9
0x9716,68,문자,56,있,0x9716~0x9717,0,68,F8,0x1AE29,D4,64,0x1AAC0,0x2A,0x096,e2f0d9
0x9717,68,문자,56,있,0x9716~0x9717,1,18,DE,0x1AE28,85,4B,0x1AAC0,0x2A,0x097,e2f0d9
0x9718,69,문자,57,는,0x9718~0x9719,0,88,E8,0x1AE27,F6,56,0x1AAC0,0x2A,0x098,e2f0d9
0x9719,69,문자,57,는,0x9718~0x9719,1,38,25,0x1AE26,A7,94,0x1AAC0,0x2A,0x099,e2f0d9
0x971A,70,문자,58,␠,0x971A~0x971B,0,A0,18,0x1AE25,10,88,0x1AAC0,0x2A,0x09A,e2f0d9
0x971C,71,문자,59,거,0x971C~0x971D,0,D8,98,0x1AE23,4A,0A,0x1AAC0,0x2A,0x09C,e2f0d9
0x971D,71,문자,59,거,0x971C~0x971D,1,19,1D,0x1AE22,8C,90,0x1AAC0,0x2A,0x09D,e2f0d9
0x971E,72,문자,60,야,0x971E~0x971F,0,68,08,0x1AE21,DC,7C,0x1AAC0,0x2A,0x09E,e2f0d9
0x971F,72,문자,60,야,0x971E~0x971F,1,18,6C,0x1AE20,8D,E1,0x1AAC0,0x2A,0x09F,e2f0d9
0x9720,73,문자,61,・,0x9720~0x9721,0,B8,60,0x1AE1F,2E,D6,0x1AAC0,0x2A,0x0A0,e2f0d9
0x9721,73,문자,61,・,0x9720~0x9721,1,28,12,0x1AE1E,9F,89,0x1AAC0,0x2A,0x0A1,e2f0d9
0x9722,74,문자,62,・,0x9722~0x9723,0,88,60,0x1AE1D,00,D8,0x1AAC0,0x2A,0x0A2,e2f0d9
0x9723,74,문자,62,・,0x9722~0x9723,1,EE,12,0x1AE1C,67,8B,0x1AAC0,0x2A,0x0A3,e2f0d9
0x9724,75,문자,63,・,0x9724~0x9725,0,E8,60,0x1AE1B,62,DA,0x1AAC0,0x2A,0x0A4,e2f0d9
0x9725,75,문자,63,・,0x9724~0x9725,1,29,12,0x1AE1A,A4,8D,0x1AAC0,0x2A,0x0A5,e2f0d9
0x9726,76,문자,64,␠,0x9726~0x9727,0,38,18,0x1AE19,B4,94,0x1AAC0,0x2A,0x0A6,e2f0d9
0x9727,76,문자,64,␠,0x9726~0x9727,1,28,12,0x1AE18,A5,8F,0x1AAC0,0x2A,0x0A7,e2f0d9
0x9728,77,문자,65,그,0x9728~0x9729,0,68,58,0x1AE17,E6,D6,0x1AAC0,0x2A,0x0A8,e2f0d9
0x9729,77,문자,65,그,0x9728~0x9729,1,28,21,0x1AE16,A7,A0,0x1AAC0,0x2A,0x0A9,e2f0d9
0x972A,78,문자,66,래,0x972A~0x972B,0,B8,38,0x1AE15,38,B8,0x1AAC0,0x2A,0x0AA,e2f0d9
0x972B,78,문자,66,래,0x972A~0x972B,1,38,31,0x1AE14,B9,B2,0x1AAC0,0x2A,0x0AB,e2f0d9
0x972C,79,문자,67,␠,0x972C~0x972D,0,60,18,0x1AE13,E2,9A,0x1AAC0,0x2A,0x0AC,e2f0d9
0x972E,80,문자,68,맞,0x972E~0x972F,0,60,18,0x1AE11,E4,9C,0x1AAC0,0x2A,0x0AE,e2f0d9
0x972F,80,문자,68,맞,0x972E~0x972F,1,12,35,0x1AE10,97,BA,0x1AAC0,0x2A,0x0AF,e2f0d9
0x9730,81,문자,69,아,0x9730~0x9731,0,60,08,0x1AE0F,E6,8E,0x1AAC0,0x2A,0x0B0,e2f0d9
0x9731,81,문자,69,아,0x9730~0x9731,1,12,56,0x1AE0E,99,DD,0x1AAC0,0x2A,0x0B1,e2f0d9
0x9734,83,문자,71,␠,0x9734~0x9735,0,15,18,0x1AE0B,9F,A2,0x1AAC0,0x2A,0x0B4,e2f0d9
0x9735,83,문자,71,␠,0x9734~0x9735,1,00,12,0x1AE0A,8B,9D,0x1AAC0,0x2A,0x0B5,e2f0d9
0x9736,84,문자,72,틀,0x9736~0x9737,0,60,C8,0x1AE09,EC,54,0x1AAC0,0x2A,0x0B6,e2f0d9
0x9737,84,문자,72,틀,0x9736~0x9737,1,12,E2,0x1AE08,9F,6F,0x1AAC0,0x2A,0x0B7,e2f0d9
0x9738,85,문자,73,림,0x9738~0x9739,0,60,A8,0x1AE07,EE,36,0x1AAC0,0x2A,0x0B8,e2f0d9
0x9739,85,문자,73,림,0x9738~0x9739,1,12,34,0x1AE06,A1,C3,0x1AAC0,0x2A,0x0B9,e2f0d9
0x973A,86,문자,74,없,0x973A~0x973B,0,60,08,0x1AE05,F0,98,0x1AAC0,0x2A,0x0BA,e2f0d9
0x973B,86,문자,74,없,0x973A~0x973B,1,12,7C,0x1AE04,A3,0D,0x1AAC0,0x2A,0x0BB,e2f0d9
0x973C,87,문자,75,이,0x973C~0x973D,0,12,98,0x1AE03,A4,2A,0x1AAC0,0x2A,0x0BC,e2f0d9
0x973D,87,문자,75,이,0x973C~0x973D,1,00,DE,0x1AE02,93,71,0x1AAC0,0x2A,0x0BD,e2f0d9
0x973E,88,문자,76,␠,0x973E~0x973F,0,21,18,0x1AE01,B5,AC,0x1AAC0,0x2A,0x0BE,e2f0d9
0x973F,88,문자,76,␠,0x973E~0x973F,1,00,12,0x1AE00,95,A7,0x1AAC0,0x2A,0x0BF,e2f0d9
0x9740,89,문자,77,그,0x9740~0x9741,0,60,58,0x1ADFF,F6,EE,0x1AAC0,0x2A,0x0C0,e2f0d9
0x9741,89,문자,77,그,0x9740~0x9741,1,12,21,0x1ADFE,A9,B8,0x1AAC0,0x2A,0x0C1,e2f0d9
0x9742,90,문자,78,럴,0x9742~0x9743,0,60,68,0x1ADFD,F8,00,0x1AAC0,0x2A,0x0C2,e2f0d9
0x9743,90,문자,78,럴,0x9742~0x9743,1,12,31,0x1ADFC,AB,CA,0x1AAC0,0x2A,0x0C3,e2f0d9
0x9744,91,문자,79,␠,0x9744~0x9745,0,60,18,0x1ADFB,FA,B2,0x1AAC0,0x2A,0x0C4,e2f0d9
0x9746,92,문자,80,거,0x9746~0x9747,0,48,98,0x1ADF9,E4,34,0x1AAC0,0x2A,0x0C6,e2f0d9
0x9747,92,문자,80,거,0x9746~0x9747,1,59,1D,0x1ADF8,F6,BA,0x1AAC0,0x2A,0x0C7,e2f0d9
0x9748,93,문자,81,야,0x9748~0x9749,0,88,08,0x1ADF7,26,A6,0x1AAC0,0x2A,0x0C8,e2f0d9
0x9749,93,문자,81,야,0x9748~0x9749,1,19,6C,0x1ADF6,B8,0B,0x1AAC0,0x2A,0x0C9,e2f0d9
0x974A,94,문자,82,・,0x974A~0x974B,0,38,60,0x1ADF5,D8,00,0x1AAC0,0x2A,0x0CA,e2f0d9
0x974B,94,문자,82,・,0x974A~0x974B,1,38,12,0x1ADF4,D9,B3,0x1AAC0,0x2A,0x0CB,e2f0d9
0x974C,95,문자,83,・,0x974C~0x974D,0,A8,60,0x1ADF3,4A,02,0x1AAC0,0x2A,0x0CC,e2f0d9
0x974D,95,문자,83,・,0x974C~0x974D,1,28,12,0x1ADF2,CB,B5,0x1AAC0,0x2A,0x0CD,e2f0d9
0x974E,96,문자,84,・,0x974E~0x974F,0,48,60,0x1ADF1,EC,04,0x1AAC0,0x2A,0x0CE,e2f0d9
0x974F,96,문자,84,・,0x974E~0x974F,1,18,12,0x1ADF0,BD,B7,0x1AAC0,0x2A,0x0CF,e2f0d9
0x9750,97,문자,85,！,0x9750~0x9751,0,E8,A0,0x1ADEF,8E,46,0x1AAC0,0x2A,0x0D0,e2f0d9
0x9751,97,문자,85,！,0x9750~0x9751,1,28,12,0x1ADEE,CF,B9,0x1AAC0,0x2A,0x0D1,e2f0d9
0x9752,98,제어,,,0x9752~0x9753,0,A0,15,0x1ADED,48,BD,0x1AAC0,0x2A,0x0D2,fce4d6
0x9753,98,제어,,,0x9752~0x9753,1,12,00,0x1ADEC,BB,A9,0x1AAC0,0x2A,0x0D3,fce4d6
0x9754,99,문자,86,・,0x9754~0x9755,0,90,60,0x1ADEB,3A,0A,0x1AAC0,0x2A,0x0D4,e2f0d9
0x9756,100,문자,87,・,0x9756~0x9757,0,A8,60,0x1ADE9,54,0C,0x1AAC0,0x2A,0x0D6,e2f0d9
0x9757,100,문자,87,・,0x9756~0x9757,1,28,12,0x1ADE8,D5,BF,0x1AAC0,0x2A,0x0D7,e2f0d9
0x9758,101,문자,88,・,0x9758~0x9759,0,C8,60,0x1ADE7,76,0E,0x1AAC0,0x2A,0x0D8,e2f0d9
0x9759,101,문자,88,・,0x9758~0x9759,1,19,12,0x1ADE6,C8,C1,0x1AAC0,0x2A,0x0D9,e2f0d9
0x975A,102,제어,,,0x975A~0x975D,0,A0,12,0x1ADE5,50,C2,0x1AAC0,0x2A,0x0DA,fce4d6
0x975B,102,제어,,,0x975A~0x975D,1,12,00,0x1ADE4,C3,B1,0x1AAC0,0x2A,0x0DB,fce4d6
0x975C,102,제어,,,0x975A~0x975D,2,90,21,0x1ADE3,42,D3,0x1AAC0,0x2A,0x0DC,fce4d6
0x975D,102,제어,,,0x975A~0x975D,3,12,00,0x1ADE2,C5,B3,0x1AAC0,0x2A,0x0DD,fce4d6
0x975E,103,문자,89,꿈,0x975E~0x975F,0,19,68,0x1ADE1,CD,1C,0x1AAC0,0x2A,0x0DE,e2f0d9
0x975F,103,문자,89,꿈,0x975E~0x975F,1,00,24,0x1ADE0,B5,D9,0x1AAC0,0x2A,0x0DF,e2f0d9
0x9760,104,문자,90,이,0x9760~0x9761,0,74,98,0x1ADDF,2A,4E,0x1AAC0,0x2A,0x0E0,e2f0d9
0x9761,104,문자,90,이,0x9760~0x9761,1,15,DE,0x1ADDE,CC,95,0x1AAC0,0x2A,0x0E1,e2f0d9
0x9762,105,문자,91,␠,0x9762~0x9763,0,00,18,0x1ADDD,B8,D0,0x1AAC0,0x2A,0x0E2,e2f0d9
0x9763,105,문자,91,␠,0x9762~0x9763,1,17,12,0x1ADDC,D0,CB,0x1AAC0,0x2A,0x0E3,e2f0d9
0x9764,106,문자,92,아,0x9764~0x9765,0,00,08,0x1ADDB,BA,C2,0x1AAC0,0x2A,0x0E4,e2f0d9
0x9765,106,문자,92,아,0x9764~0x9765,1,1A,56,0x1ADDA,D5,11,0x1AAC0,0x2A,0x0E5,e2f0d9
0x9766,107,문자,93,니,0x9766~0x9767,0,00,F8,0x1ADD9,BC,B4,0x1AAC0,0x2A,0x0E6,e2f0d9
0x9767,107,문자,93,니,0x9766~0x9767,1,04,25,0x1ADD8,C1,E2,0x1AAC0,0x2A,0x0E7,e2f0d9
0x9768,108,문자,94,라,0x9768~0x9769,0,16,F8,0x1ADD7,D4,B6,0x1AAC0,0x2A,0x0E8,e2f0d9
0x9769,108,문자,94,라,0x9768~0x9769,1,00,30,0x1ADD6,BF,EF,0x1AAC0,0x2A,0x0E9,e2f0d9
0x976A,109,문자,95,고,0x976A~0x976B,0,C0,88,0x1ADD5,80,48,0x1AAC0,0x2A,0x0EA,e2f0d9
0x976B,109,문자,95,고,0x976A~0x976B,1,E0,20,0x1ADD4,A1,E1,0x1AAC0,0x2A,0x0EB,e2f0d9
0x976C,110,문자,96,！,0x976C~0x976D,0,E0,A0,0x1ADD3,A2,62,0x1AAC0,0x2A,0x0EC,e2f0d9
