runtime_addr,row,kind,slot,char,row_addr,byte_index_in_row,decoded_old,decoded_new,disk_offset,raw_old,raw_new,payload_start,decode_key,segment_index,fill
0x96CA,29,문자,19,왜,0x96CA~0x96CB,0,A0,F0,0x1C6D5,C1,11,0x1C320,0x29,0x04A,e9ae2b
0x96CB,29,문자,19,왜,0x96CA~0x96CB,1,28,C5,0x1C6D4,4A,E7,0x1C320,0x29,0x04B,e9ae2b
0x96CC,30,문자,20,␠,0x96CC~0x96CD,0,F0,18,0x1C6D3,13,3B,0x1C320,0x29,0x04C,e2f0d9
0x96CD,30,문자,20,␠,0x96CC~0x96CD,1,19,12,0x1C6D2,3D,36,0x1C320,0x29,0x04D,e2f0d9
0x96CE,31,문자,21,네,0x96CE~0x96CF,0,C0,90,0x1C6D1,E5,B5,0x1C320,0x29,0x04E,e9ae2b
0x96CF,31,문자,21,네,0x96CE~0x96CF,1,18,25,0x1C6D0,3E,4B,0x1C320,0x29,0x04F,e9ae2b
0x96D0,32,문자,22,가,0x96D0~0x96D1,0,60,A0,0x1C6CF,87,C7,0x1C320,0x29,0x050,e9ae2b
0x96D1,32,문자,22,가,0x96D0~0x96D1,1,12,17,0x1C6CE,3A,3F,0x1C320,0x29,0x051,e9ae2b
0x96D4,34,문자,24,・,0x96D4~0x96D5,0,A0,60,0x1C6CB,CB,8B,0x1C320,0x29,0x054,e2f0d9
0x96D6,35,문자,25,・,0x96D6~0x96D7,0,19,60,0x1C6C9,46,8D,0x1C320,0x29,0x056,e2f0d9
0x96D7,35,문자,25,・,0x96D6~0x96D7,1,00,12,0x1C6C8,2E,40,0x1C320,0x29,0x057,e2f0d9
0x96D8,36,문자,26,!,0x96D8~0x96D9,0,7A,A0,0x1C6C7,A9,CF,0x1C320,0x29,0x058,e2f0d9
0x96D9,36,문자,26,!,0x96D8~0x96D9,1,15,12,0x1C6C6,45,42,0x1C320,0x29,0x059,e2f0d9
0x96DA,37,제어,,,0x96DA~0x96DC,0,00,19,0x1C6C5,31,4A,0x1C320,0x29,0x05A,fce4d6
0x96DB,37,제어,,,0x96DA~0x96DC,1,17,00,0x1C6C4,49,32,0x1C320,0x29,0x05B,fce4d6
0x96DC,37,제어,,,0x96DA~0x96DC,2,00,7A,0x1C6C3,33,AD,0x1C320,0x29,0x05C,fce4d6
0x96DD,38,제어,,,0x96DD~0x96DE,0,1A,15,0x1C6C2,4E,49,0x1C320,0x29,0x05D,fce4d6
0x96DF,39,제어,,,0x96DF~0x96E0,0,04,17,0x1C6C0,3A,4D,0x1C320,0x29,0x05F,fce4d6
0x96E0,39,제어,,,0x96DF~0x96E0,1,14,00,0x1C6BF,4B,37,0x1C320,0x29,0x060,fce4d6
0x96E1,40,제어,,,0x96E1~0x96E3,0,00,1A,0x1C6BE,38,52,0x1C320,0x29,0x061,fce4d6
0x96E2,40,제어,,,0x96E1~0x96E3,1,01,00,0x1C6BD,3A,39,0x1C320,0x29,0x062,fce4d6
0x96E3,40,제어,,,0x96E1~0x96E3,2,50,04,0x1C6BC,8A,3E,0x1C320,0x29,0x063,fce4d6
0x96E4,41,제어,,,0x96E4~0x96E9,0,40,14,0x1C6BB,7B,4F,0x1C320,0x29,0x064,fce4d6
0x96E5,41,제어,,,0x96E4~0x96E9,1,80,00,0x1C6BA,BC,3C,0x1C320,0x29,0x065,fce4d6
0x96E6,41,제어,,,0x96E4~0x96E9,2,16,01,0x1C6B9,53,3E,0x1C320,0x29,0x066,fce4d6
0x96E7,41,제어,,,0x96E4~0x96E9,3,00,50,0x1C6B8,3E,8E,0x1C320,0x29,0x067,fce4d6
0x96E8,41,제어,,,0x96E4~0x96E9,4,00,40,0x1C6B7,3F,7F,0x1C320,0x29,0x068,fce4d6
0x96E9,41,제어,,,0x96E4~0x96E9,5,B0,80,0x1C6B6,F0,C0,0x1C320,0x29,0x069,fce4d6
0x96EA,42,제어,,,0x96EA~0x96EB,0,12,16,0x1C6B5,53,57,0x1C320,0x29,0x06A,fce4d6
0x96EC,43,문자,27,말,0x96EC~0x96ED,0,23,F0,0x1C6B3,66,33,0x1C320,0x29,0x06C,e9ae2b
0x96ED,43,문자,27,말,0x96EC~0x96ED,1,00,34,0x1C6B2,44,78,0x1C320,0x29,0x06D,e9ae2b
0x96EE,44,제어,,,0x96EE~0x96F1,0,30,12,0x1C6B1,75,57,0x1C320,0x29,0x06E,fce4d6
0x96EF,44,제어,,,0x96EE~0x96F1,1,28,00,0x1C6B0,6E,46,0x1C320,0x29,0x06F,fce4d6
0x96F0,44,제어,,,0x96EE~0x96F1,2,F0,23,0x1C6AF,37,6A,0x1C320,0x29,0x070,fce4d6
0x96F1,44,제어,,,0x96EE~0x96F1,3,19,00,0x1C6AE,61,48,0x1C320,0x29,0x071,fce4d6
0x96F2,45,문자,28,했,0x96F2~0x96F3,0,70,C0,0x1C6AD,B9,09,0x1C320,0x29,0x072,e9ae2b
0x96F3,45,문자,28,했,0x96F2~0x96F3,1,28,E3,0x1C6AC,72,2D,0x1C320,0x29,0x073,e9ae2b
0x96F4,46,문자,29,잖,0x96F4~0x96F5,0,70,30,0x1C6AB,BB,7B,0x1C320,0x29,0x074,e9ae2b
0x96F5,46,문자,29,잖,0x96F4~0x96F5,1,19,DF,0x1C6AA,65,2B,0x1C320,0x29,0x075,e9ae2b
0x96F6,47,문자,30,아,0x96F6~0x96F7,0,70,00,0x1C6A9,BD,4D,0x1C320,0x29,0x076,e9ae2b
0x96F7,47,문자,30,아,0x96F6~0x96F7,1,38,56,0x1C6A8,86,A4,0x1C320,0x29,0x077,e9ae2b
0x96F8,48,제어,,,0x96F8~0x96FB,0,60,12,0x1C6A7,AF,61,0x1C320,0x29,0x078,fce4d6
0x96F9,48,제어,,,0x96F8~0x96FB,1,18,00,0x1C6A6,68,50,0x1C320,0x29,0x079,fce4d6
0x96FA,48,제어,,,0x96F8~0x96FB,2,12,21,0x1C6A5,63,72,0x1C320,0x29,0x07A,fce4d6
0x96FC,49,문자,31,？,0x96FC~0x96FD,0,21,90,0x1C6A3,74,E3,0x1C320,0x29,0x07C,e2f0d9
0x96FD,49,문자,31,？,0x96FC~0x96FD,1,00,12,0x1C6A2,54,66,0x1C320,0x29,0x07D,e2f0d9
0x96FE,50,문자,32,␠,0x96FE~0x96FF,0,90,18,0x1C6A1,E5,6D,0x1C320,0x29,0x07E,e2f0d9
0x9700,51,문자,33,어,0x9700~0x9701,0,90,00,0x1C69F,E7,57,0x1C320,0x29,0x080,e9ae2b
0x9701,51,문자,33,어,0x9700~0x9701,1,28,70,0x1C69E,80,C8,0x1C320,0x29,0x081,e9ae2b
0x9702,52,문자,34,디,0x9702~0x9703,0,30,20,0x1C69D,89,79,0x1C320,0x29,0x082,e9ae2b
0x9703,52,문자,34,디,0x9702~0x9703,1,19,30,0x1C69C,73,8A,0x1C320,0x29,0x083,e9ae2b
0x9704,53,문자,35,선,0x9704~0x9705,0,B0,70,0x1C69B,0B,CB,0x1C320,0x29,0x084,e9ae2b
0x9705,53,문자,35,선,0x9704~0x9705,1,18,3D,0x1C69A,74,99,0x1C320,0x29,0x085,e9ae2b
0x9706,54,문자,36,가,0x9706~0x9707,0,70,A0,0x1C699,CD,FD,0x1C320,0x29,0x086,e9ae2b
0x9707,54,문자,36,가,0x9706~0x9707,1,28,17,0x1C698,86,75,0x1C320,0x29,0x087,e9ae2b
0x9708,55,문자,37,␠,0x9708~0x9709,0,00,18,0x1C697,5F,77,0x1C320,0x29,0x088,e2f0d9
0x9709,55,문자,37,␠,0x9708~0x9709,1,2B,12,0x1C696,8B,72,0x1C320,0x29,0x089,e2f0d9
0x970A,56,문자,38,우,0x970A~0x970B,0,30,F0,0x1C695,91,51,0x1C320,0x29,0x08A,e9ae2b
0x970B,56,문자,38,우,0x970A~0x970B,1,2A,CD,0x1C694,8C,2F,0x1C320,0x29,0x08B,e9ae2b
0x970C,57,문자,39,연,0x970C~0x970D,0,F0,70,0x1C693,53,D3,0x1C320,0x29,0x08C,e9ae2b
0x970D,57,문자,39,연,0x970C~0x970D,1,1B,9F,0x1C692,7F,03,0x1C320,0x29,0x08D,e9ae2b
0x970E,58,문자,40,히,0x970E~0x970F,0,A0,60,0x1C691,05,C5,0x1C320,0x29,0x08E,e9ae2b
0x970F,58,문자,40,히,0x970E~0x970F,1,3A,E5,0x1C690,A0,4B,0x1C320,0x29,0x08F,e9ae2b
0x9710,59,문자,41,␠,0x9710~0x9711,0,00,18,0x1C68F,67,7F,0x1C320,0x29,0x090,e2f0d9
0x9711,59,문자,41,␠,0x9710~0x9711,1,BB,12,0x1C68E,23,7A,0x1C320,0x29,0x091,e2f0d9
0x9712,60,문자,42,마,0x9712~0x9713,0,10,B0,0x1C68D,79,19,0x1C320,0x29,0x092,e9ae2b
0x9713,60,문자,42,마,0x9712~0x9713,1,E5,34,0x1C68C,4F,9E,0x1C320,0x29,0x093,e9ae2b
0x9714,61,문자,43,주,0x9714~0x9715,0,60,F0,0x1C68B,CB,5B,0x1C320,0x29,0x094,e9ae2b
0x9715,61,문자,43,주,0x9714~0x9715,1,18,F5,0x1C68A,84,61,0x1C320,0x29,0x095,e9ae2b
0x9716,62,문자,44,치,0x9716~0x9717,0,B0,A0,0x1C689,1D,0D,0x1C320,0x29,0x096,e9ae2b
0x9717,62,문자,44,치,0x9716~0x9717,1,18,E1,0x1C688,86,4F,0x1C320,0x29,0x097,e9ae2b
0x9718,63,문자,45,게,0x9718~0x9719,0,20,00,0x1C687,8F,6F,0x1C320,0x29,0x098,e9ae2b
0x9719,63,문자,45,게,0x9718~0x9719,1,38,20,0x1C686,A8,90,0x1C320,0x29,0x099,e9ae2b
0x971A,64,문자,46,␠,0x971A~0x971B,0,E0,18,0x1C685,51,89,0x1C320,0x29,0x09A,e2f0d9
0x971B,64,문자,46,␠,0x971A~0x971B,1,86,12,0x1C684,F8,84,0x1C320,0x29,0x09B,e2f0d9
0x971C,65,문자,47,될,0x971C~0x971D,0,C0,A0,0x1C683,33,13,0x1C320,0x29,0x09C,e9ae2b
0x971D,65,문자,47,될,0x971C~0x971D,1,38,2E,0x1C682,AC,A2,0x1C320,0x29,0x09D,e9ae2b
0x971E,66,문자,48,지,0x971E~0x971F,0,A0,10,0x1C681,15,85,0x1C320,0x29,0x09E,e9ae2b
0x971F,66,문자,48,지,0x971E~0x971F,1,28,E0,0x1C680,9E,56,0x1C320,0x29,0x09F,e9ae2b
0x9720,67,문자,49,도,0x9720~0x9721,0,40,20,0x1C67F,B7,97,0x1C320,0x29,0x0A0,e9ae2b
0x9721,67,문자,49,도,0x9720~0x9721,1,18,2E,0x1C67E,90,A6,0x1C320,0x29,0x0A1,e9ae2b
0x9722,68,문자,50,␠,0x9722~0x9723,0,60,18,0x1C67D,D9,91,0x1C320,0x29,0x0A2,e2f0d9
0x9724,69,문자,51,모,0x9724~0x9725,0,60,A0,0x1C67B,DB,1B,0x1C320,0x29,0x0A4,e9ae2b
0x9725,69,문자,51,모,0x9724~0x9725,1,12,35,0x1C67A,8E,B1,0x1C320,0x29,0x0A5,e9ae2b
0x9726,70,문자,52,른,0x9726~0x9727,0,60,40,0x1C679,DD,BD,0x1C320,0x29,0x0A6,e9ae2b
0x9727,70,문자,52,른,0x9726~0x9727,1,12,34,0x1C678,90,B2,0x1C320,0x29,0x0A7,e9ae2b
0x9728,71,문자,53,다,0x9728~0x9729,0,30,C0,0x1C677,AF,3F,0x1C320,0x29,0x0A8,e9ae2b
0x9729,71,문자,53,다,0x9728~0x9729,1,28,27,0x1C676,A8,A7,0x1C320,0x29,0x0A9,e9ae2b
0x972A,72,문자,54,고,0x972A~0x972B,0,60,80,0x1C675,E1,01,0x1C320,0x29,0x0AA,e9ae2b
0x972B,72,문자,54,고,0x972A~0x972B,1,28,20,0x1C674,AA,A2,0x1C320,0x29,0x0AB,e9ae2b
0x972C,73,문자,55,・,0x972C~0x972D,0,15,60,0x1C673,98,E3,0x1C320,0x29,0x0AC,e2f0d9
0x972D,73,문자,55,・,0x972C~0x972D,1,00,12,0x1C672,84,96,0x1C320,0x29,0x0AD,e2f0d9
0x972E,74,문자,56,・,0x972E~0x972F,0,80,60,0x1C671,05,E5,0x1C320,0x29,0x0AE,e2f0d9
0x972F,74,문자,56,・,0x972E~0x972F,1,38,12,0x1C670,BE,98,0x1C320,0x29,0x0AF,e2f0d9
0x9730,75,문자,57,・,0x9730~0x9731,0,F0,60,0x1C66F,77,E7,0x1C320,0x29,0x0B0,e2f0d9
0x9731,75,문자,57,・,0x9730~0x9731,1,18,12,0x1C66E,A0,9A,0x1C320,0x29,0x0B1,e2f0d9
0x9732,76,제어,,,0x9732~0x9733,0,70,15,0x1C66D,F9,9E,0x1C320,0x29,0x0B2,fce4d6
0x9733,76,제어,,,0x9732~0x9733,1,F7,00,0x1C66C,81,8A,0x1C320,0x29,0x0B3,fce4d6
0x9734,77,문자,58,참,0x9734~0x9735,0,70,D0,0x1C66B,FB,5B,0x1C320,0x29,0x0B4,e9ae2b
0x9735,77,문자,58,참,0x9734~0x9735,1,F2,E0,0x1C66A,7E,6C,0x1C320,0x29,0x0B5,e9ae2b
0x9736,78,문자,59,␠,0x9736~0x9737,0,30,18,0x1C669,BD,A5,0x1C320,0x29,0x0B6,e2f0d9
0x9737,78,문자,59,␠,0x9736~0x9737,1,28,12,0x1C668,B6,A0,0x1C320,0x29,0x0B7,e2f0d9
0x9738,79,문자,60,잘,0x9738~0x9739,0,60,40,0x1C667,EF,CF,0x1C320,0x29,0x0B8,e9ae2b
0x9739,79,문자,60,잘,0x9738~0x9739,1,28,DF,0x1C666,B8,6F,0x1C320,0x29,0x0B9,e9ae2b
0x973A,80,문자,61,␠,0x973A~0x973B,0,B0,18,0x1C665,41,A9,0x1C320,0x29,0x0BA,e2f0d9
0x973B,80,문자,61,␠,0x973A~0x973B,1,38,12,0x1C664,CA,A4,0x1C320,0x29,0x0BB,e2f0d9
0x973C,81,문자,62,어,0x973C~0x973D,0,F0,00,0x1C663,83,93,0x1C320,0x29,0x0BC,e9ae2b
0x973D,81,문자,62,어,0x973C~0x973D,1,38,70,0x1C662,CC,04,0x1C320,0x29,0x0BD,e9ae2b
0x973E,82,문자,63,울,0x973E~0x973F,0,D0,F0,0x1C661,65,85,0x1C320,0x29,0x0BE,e9ae2b
0x973F,82,문자,63,울,0x973E~0x973F,1,28,D3,0x1C660,BE,69,0x1C320,0x29,0x0BF,e9ae2b
0x9740,83,문자,64,리,0x9740~0x9741,0,12,70,0x1C65F,A9,07,0x1C320,0x29,0x0C0,e9ae2b
0x9741,83,문자,64,리,0x9740~0x9741,1,00,34,0x1C65E,98,CC,0x1C320,0x29,0x0C1,e9ae2b
0x9742,84,문자,65,네,0x9742~0x9743,0,23,90,0x1C65D,BC,29,0x1C320,0x29,0x0C2,e9ae2b
0x9743,84,문자,65,네,0x9742~0x9743,1,21,25,0x1C65C,BB,BF,0x1C320,0x29,0x0C3,e9ae2b
0x9744,85,제어,,,0x9744~0x9748,0,00,12,0x1C65B,9B,AD,0x1C320,0x29,0x0C4,fce4d6
0x9745,85,제어,,,0x9744~0x9748,1,20,00,0x1C65A,BC,9C,0x1C320,0x29,0x0C5,fce4d6
0x9746,85,제어,,,0x9744~0x9748,2,12,23,0x1C659,AF,C0,0x1C320,0x29,0x0C6,fce4d6
0x9747,85,제어,,,0x9744~0x9748,3,D0,21,0x1C658,6E,BF,0x1C320,0x29,0x0C7,fce4d6
0x9748,85,제어,,,0x9744~0x9748,4,18,00,0x1C657,B7,9F,0x1C320,0x29,0x0C8,fce4d6
0x9749,86,문자,66,。,0x9749~0x974A,0,C0,30,0x1C656,60,D0,0x1C320,0x29,0x0C9,e2f0d9
0x974A,86,문자,66,。,0x9749~0x974A,1,38,12,0x1C655,D9,B3,0x1C320,0x29,0x0CA,e2f0d9
0x974B,87,문자,67,정,0x974B~0x974C,0,40,F0,0x1C654,E2,92,0x1C320,0x29,0x0CB,e9ae2b
0x974C,87,문자,67,정,0x974B~0x974C,1,18,DF,0x1C653,BB,82,0x1C320,0x29,0x0CC,e9ae2b
0x974D,88,문자,68,말,0x974D~0x974E,0,80,F0,0x1C652,24,94,0x1C320,0x29,0x0CD,e9ae2b
0x974E,88,문자,68,말,0x974D~0x974E,1,38,34,0x1C651,DD,D9,0x1C320,0x29,0x0CE,e9ae2b
0x974F,89,문자,69,␠,0x974F~0x9750,0,50,18,0x1C650,F6,BE,0x1C320,0x29,0x0CF,e2f0d9
0x9750,89,문자,69,␠,0x974F~0x9750,1,5A,12,0x1C64F,01,B9,0x1C320,0x29,0x0D0,e2f0d9
0x9751,90,문자,70,예,0x9751~0x9752,0,20,A0,0x1C64E,C8,48,0x1C320,0x29,0x0D1,e9ae2b
0x9752,90,문자,70,예,0x9751~0x9752,1,B7,9F,0x1C64D,60,48,0x1C320,0x29,0x0D2,e9ae2b
0x9753,91,문자,71,뻐,0x9753~0x9754,0,60,70,0x1C64C,0A,1A,0x1C320,0x29,0x0D3,e9ae2b
0x9754,91,문자,71,뻐,0x9753~0x9754,1,12,3C,0x1C64B,BD,E7,0x1C320,0x29,0x0D4,e9ae2b
0x9755,92,문자,72,、,0x9755~0x9756,0,60,20,0x1C64A,0C,CC,0x1C320,0x29,0x0D5,e2f0d9
0x9757,93,문자,73,유,0x9757~0x9758,0,60,20,0x1C648,0E,CE,0x1C320,0x29,0x0D7,e9ae2b
0x9758,93,문자,73,유,0x9757~0x9758,1,12,DE,0x1C647,C1,8D,0x1C320,0x29,0x0D8,e9ae2b
0x9759,94,문자,74,코,0x9759~0x975A,0,20,10,0x1C646,D0,C0,0x1C320,0x29,0x0D9,e9ae2b
0x975A,94,문자,74,코,0x9759~0x975A,1,18,E2,0x1C645,C9,93,0x1C320,0x29,0x0DA,e9ae2b
0x975B,95,문자,75,・,0x975B~0x975C,0,A0,60,0x1C644,52,12,0x1C320,0x29,0x0DB,e2f0d9
0x975C,95,문자,75,・,0x975B~0x975C,1,28,12,0x1C643,DB,C5,0x1C320,0x29,0x0DC,e2f0d9
0x975D,96,문자,76,・,0x975D~0x975E,0,12,60,0x1C642,C6,14,0x1C320,0x29,0x0DD,e2f0d9
0x975E,96,문자,76,・,0x975D~0x975E,1,00,12,0x1C641,B5,C7,0x1C320,0x29,0x0DE,e2f0d9
0x975F,97,문자,77,・,0x975F~0x9760,0,23,60,0x1C640,D9,16,0x1C320,0x29,0x0DF,e2f0d9
0x9760,97,문자,77,・,0x975F~0x9760,1,21,12,0x1C63F,D8,C9,0x1C320,0x29,0x0E0,e2f0d9
0x9761,98,문자,78,␠,0x9761~0x9762,0,00,18,0x1C63E,B8,D0,0x1C320,0x29,0x0E1,e2f0d9
0x9762,98,문자,78,␠,0x9761~0x9762,1,F0,12,0x1C63D,A9,CB,0x1C320,0x29,0x0E2,e2f0d9
0x9763,99,문자,79,네,0x9763~0x9764,0,19,90,0x1C63C,D3,4A,0x1C320,0x29,0x0E3,e9ae2b
0x9764,99,문자,79,네,0x9763~0x9764,1,C0,25,0x1C63B,7B,E0,0x1C320,0x29,0x0E4,e9ae2b
0x9765,100,제어,,,0x9765~0x9769,0,18,12,0x1C63A,D4,CE,0x1C320,0x29,0x0E5,fce4d6
0x9766,100,제어,,,0x9765~0x9769,1,E0,00,0x1C639,9D,BD,0x1C320,0x29,0x0E6,fce4d6
0x9767,100,제어,,,0x9765~0x9769,2,F1,23,0x1C638,AF,E1,0x1C320,0x29,0x0E7,fce4d6
0x9768,100,제어,,,0x9765~0x9769,3,30,21,0x1C637,EF,E0,0x1C320,0x29,0x0E8,fce4d6
0x9769,100,제어,,,0x9765~0x9769,4,19,00,0x1C636,D9,C0,0x1C320,0x29,0x0E9,fce4d6
0x976A,101,문자,80,가,0x976A~0x976B,0,60,A0,0x1C635,21,61,0x1C320,0x29,0x0EA,e9ae2b
0x976B,101,문자,80,가,0x976A~0x976B,1,18,17,0x1C634,DA,D9,0x1C320,0x29,0x0EB,e9ae2b
0x976C,102,문자,81,␠,0x976C~0x976D,0,E0,18,0x1C633,A3,DB,0x1C320,0x29,0x0EC,e2f0d9
0x976D,102,문자,81,␠,0x976C~0x976D,1,28,12,0x1C632,EC,D6,0x1C320,0x29,0x0ED,e2f0d9
0x976E,103,문자,82,베,0x976E~0x976F,0,F0,90,0x1C631,B5,45,0x1C320,0x29,0x0EE,e9ae2b
0x976F,103,문자,82,베,0x976E~0x976F,1,C0,3B,0x1C630,86,FF,0x1C320,0x29,0x0EF,e9ae2b
0x9770,104,문자,83,니,0x9770~0x9771,0,E0,F0,0x1C62F,A7,B7,0x1C320,0x29,0x0F0,e9ae2b
0x9771,104,문자,83,니,0x9770~0x9771,1,B6,25,0x1C62E,7E,ED,0x1C320,0x29,0x0F1,e9ae2b
0x9772,105,문자,84,티,0x9772~0x9773,0,B0,D0,0x1C62D,79,99,0x1C320,0x29,0x0F2,e9ae2b
0x9773,105,문자,84,티,0x9772~0x9773,1,28,E2,0x1C62C,F2,AC,0x1C320,0x29,0x0F3,e9ae2b
0x9774,106,문자,85,의,0x9774~0x9775,0,A0,80,0x1C62B,6B,4B,0x1C320,0x29,0x0F4,e9ae2b
0x9775,106,문자,85,의,0x9774~0x9775,1,28,DE,0x1C62A,F4,AA,0x1C320,0x29,0x0F5,e9ae2b
0x9776,107,문자,86,␠,0x9776~0x9777,0,B0,18,0x1C629,7D,E5,0x1C320,0x29,0x0F6,e2f0d9
