작업순번,구분,주소시작,주소끝,슬롯,문자열,바이트,길이,색상,메모
131,문자,0x9798,0x9799,112,될,A0 2E,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
132,문자,0x979A,0x979B,113,까,F0 21,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
133,문자,0x979C,0x979D,114,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
134,문자,0x979E,0x979F,115,가,A0 17,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
135,문자,0x97A0,0x97A1,116,슴,90 3F,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
136,문자,0x97A2,0x97A3,117,을,50 DE,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
137,문자,0x97A4,0x97A5,118,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
138,문자,0x97A6,0x97A7,119,졸,F0 F1,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
139,문자,0x97A8,0x97A9,120,였,80 9F,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
140,문자,0x97AA,0x97AB,121,지,10 E0,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
141,문자,0x97AC,0x97AD,122,만,D0 34,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
142,문자,0x97AE,0x97AF,123,・,60 12,2,e2f0d9,기존 일본어/PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
143,문자,0x97B0,0x97B1,124,・,60 12,2,e2f0d9,기존 일본어/PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
144,문자,0x97B2,0x97B3,125,・,60 12,2,e2f0d9,기존 일본어/PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
145,문자,0x97B4,0x97B5,126,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
146,문자,0x97B6,0x97B7,127,실,E0 3F,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
147,문자,0x97B8,0x97B9,128,로,D0 31,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
148,문자,0x97BA,0x97BB,129,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
149,문자,0x97BC,0x97BD,130,잘,40 DF,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
150,문자,0x97BE,0x97BF,131,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
151,문자,0x97C0,0x97C1,132,싸,00 46,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
152,문자,0x97C2,0x97C3,133,워,F0 D7,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
153,문자,0x97C4,0x97C5,134,주,F0 F5,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
154,문자,0x97C6,0x97C7,135,셨,C0 3D,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
155,문자,0x97C8,0x97C9,136,습,A0 3F,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
156,문자,0x97CA,0x97CB,137,니,F0 25,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
157,문자,0x97CC,0x97CD,138,다,C0 27,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
158,문자,0x97CE,0x97CF,139,。,30 12,2,e2f0d9,기존 일본어/PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
159,문자,0x97D0,0x97D1,140,참,D0 E0,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
160,문자,0x97D2,0x97D3,141,으,30 DE,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
161,문자,0x97D4,0x97D5,142,로,D0 31,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
162,문자,0x97D6,0x97D7,143,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
163,문자,0x97D8,0x97D9,144,믿,70 39,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
164,문자,0x97DA,0x97DB,145,음,60 DE,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
165,문자,0x97DC,0x97DD,146,직,20 E0,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
166,문자,0x97DE,0x97DF,147,스,70 3F,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
167,문자,0x97E0,0x97E1,148,럽,80 31,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
168,문자,0x97E2,0x97E3,149,습,A0 3F,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
169,문자,0x97E4,0x97E5,150,니,F0 25,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
170,문자,0x97E6,0x97E7,151,다,C0 27,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
171,문자,0x97E8,0x97E9,152,。,30 12,2,e2f0d9,기존 일본어/PC-88 문장부호 토큰 반영. 일반/발화 변환 대상 아님.
172,제어,0x97EA,0x97EB,,,15 00,2,fce4d6,한글 재배치 기준 HL=97EA→97EC. 제어토큰 유지.
173,문자,0x97EC,0x97ED,153,제,F0 E3,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
174,문자,0x97EE,0x97EF,154,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
175,문자,0x97F0,0x97F1,155,힘,70 E5,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
176,문자,0x97F2,0x97F3,156,이,90 DE,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
177,문자,0x97F4,0x97F5,157,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
178,문자,0x97F6,0x97F7,158,이,90 DE,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
179,문자,0x97F8,0x97F9,159,제,F0 E3,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
180,문자,0x97FA,0x97FB,160,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
181,문자,0x97FC,0x97FD,161,거,90 1D,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
182,문자,0x97FE,0x97FF,162,의,80 DE,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
183,문자,0x9800,0x9801,163,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
184,문자,0x9802,0x9803,164,현,30 E4,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
185,문자,0x9804,0x9805,165,실,E0 3F,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
186,문자,0x9806,0x9807,166,␠,18 12,2,e2f0d9,일본어 전각 공백 토큰 18 12 반영. 일반/발화 변환 대상 아님.
187,문자,0x9808,0x9809,167,세,A0 3D,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
188,문자,0x980A,0x980B,168,계,70 20,2,e9ae2b,주황색 대화 발화 문자행: 패치 KANJI1 발화체 토큰 반영.
