작업순번,구분,주소시작,주소끝,슬롯,문자열,바이트,길이,색상,메모
29,문자,0x96C5,0x96C6,22,은,48 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
30,문자,0x96C7,0x96C8,23,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
31,문자,0x96C9,0x96CA,24,사,E8 3C,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
32,문자,0x96CB,0x96CC,25,라,F8 30,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
33,문자,0x96CD,0x96CE,26,지,18 E0,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
34,문자,0x96CF,0x96D0,27,지,18 E0,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
35,문자,0x96D1,0x96D2,28,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
36,문자,0x96D3,0x96D4,29,않,08 5E,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
37,문자,0x96D5,0x96D6,30,는,E8 25,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
38,문자,0x96D7,0x96D8,31,다,C8 27,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
39,문자,0x96D9,0x96DA,32,。,30 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
40,문자,0x96DB,0x96DC,33,인,A8 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
41,문자,0x96DD,0x96DE,34,간,C8 17,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
42,문자,0x96DF,0x96E0,35,이,98 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
43,문자,0x96E1,0x96E2,36,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
44,문자,0x96E3,0x96E4,37,존,F8 EF,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
45,문자,0x96E5,0x96E6,38,재,78 DF,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
46,문자,0x96E7,0x96E8,39,하,58 E3,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
47,문자,0x96E9,0x96EA,40,는,E8 25,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
48,문자,0x96EB,0x96EC,41,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
49,문자,0x96ED,0x96EE,42,한,78 E3,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
50,문자,0x96EF,0x96F0,43,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
51,문자,0x96F1,0x96F2,44,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
52,문자,0x96F3,0x96F4,45,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
53,문자,0x96F5,0x96F6,46,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
54,문자,0x96F7,0x96F8,47,베,98 3B,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
55,문자,0x96F9,0x96FA,48,칸,D8 E1,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
56,문자,0x96FB,0x96FC,49,티,D8 E2,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
57,문자,0x96FD,0x96FE,50,는,E8 25,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
58,문자,0x96FF,0x9700,51,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
59,문자,0x9701,0x9702,52,결,48 20,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
60,문자,0x9703,0x9704,53,코,18 E2,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
61,문자,0x9705,0x9706,54,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
62,문자,0x9707,0x9708,55,사,E8 3C,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
63,문자,0x9709,0x970A,56,라,F8 30,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
64,문자,0x970B,0x970C,57,지,18 E0,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
65,문자,0x970D,0x970E,58,지,18 E0,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
66,문자,0x970F,0x9710,59,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
67,문자,0x9711,0x9712,60,않,08 5E,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
68,문자,0x9713,0x9714,61,는,E8 25,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
69,문자,0x9715,0x9716,62,다,C8 27,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
70,문자,0x9717,0x9718,63,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
71,문자,0x9719,0x971A,64,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
72,문자,0x971B,0x971C,65,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
73,문자,0x971D,0x971E,66,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
74,제어,0x971F,0x9720,,,15 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x971F→0x9721. 제어토큰 기존 바이트 유지.
75,문자,0x9721,0x9722,67,고,88 20,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
76,문자,0x9723,0x9724,68,작,18 DF,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
77,문자,0x9725,0x9726,69,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
78,문자,0x9727,0x9728,70,그,58 21,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
79,문자,0x9729,0x972A,71,런,58 31,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
80,문자,0x972B,0x972C,72,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
81,문자,0x972D,0x972E,73,것,F8 1D,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
82,문자,0x972F,0x9730,74,을,58 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
83,문자,0x9731,0x9732,75,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
84,문자,0x9733,0x9734,76,얻,08 76,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
85,문자,0x9735,0x9736,77,기,B8 21,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
86,문자,0x9737,0x9738,78,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
87,문자,0x9739,0x973A,79,위,08 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
88,문자,0x973B,0x973C,80,해,B8 E3,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
89,문자,0x973D,0x973E,81,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
90,문자,0x973F,0x9740,82,싸,08 46,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
91,문자,0x9741,0x9742,83,운,F8 D1,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
92,문자,0x9743,0x9744,84,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
93,문자,0x9745,0x9746,85,것,F8 1D,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
94,문자,0x9747,0x9748,86,이,98 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
95,문자,0x9749,0x974A,87,냐,38 25,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
96,문자,0x974B,0x974C,88,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
97,문자,0x974D,0x974E,89,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
98,문자,0x974F,0x9750,90,허,08 E4,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
99,문자,0x9751,0x9752,91,울,F8 D3,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
100,문자,0x9753,0x9754,92,뿐,98 3C,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
101,문자,0x9755,0x9756,93,인,A8 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
102,문자,0x9757,0x9758,94,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
103,문자,0x9759,0x975A,95,평,08 E3,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
104,문자,0x975B,0x975C,96,화,88 E4,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
105,문자,0x975D,0x975E,97,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
106,문자,0x975F,0x9760,98,때,88 30,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
107,문자,0x9761,0x9762,99,문,B8 37,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
108,문자,0x9763,0x9764,100,에,48 9F,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
109,문자,0x9765,0x9766,101,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
110,문자,0x9767,0x9768,102,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
111,문자,0x9769,0x976A,103,・,60 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
112,문자,0x976B,0x976C,104,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
113,제어,0x976D,0x976F,,,19 00 78,3,fce4d6,행 추가/삭제 반영 재계산: HL=0x976D→0x9770. 제어토큰 기존 바이트 유지.
114,제어,0x9770,0x9771,,,15 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x9770→0x9772. 제어토큰 기존 바이트 유지.
115,제어,0x9772,0x9773,,,17 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x9772→0x9774. 제어토큰 기존 바이트 유지.
116,제어,0x9774,0x9776,,,1A 00 04,3,fce4d6,행 추가/삭제 반영 재계산: HL=0x9774→0x9777. 제어토큰 기존 바이트 유지.
117,제어,0x9777,0x9778,,,16 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x9777→0x9779. 제어토큰 기존 바이트 유지.
118,문자,0x9779,0x977A,105,헛,10 E4,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
119,문자,0x977B,0x977C,106,소,D0 3D,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
120,문자,0x977D,0x977E,107,리,70 34,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
121,문자,0x977F,0x9780,108,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
122,문자,0x9781,0x9782,109,집,50 E0,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
123,문자,0x9783,0x9784,110,어,00 70,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
124,문자,0x9785,0x9786,111,쳐,40 E1,2,e9ae2b,"행 추가/삭제 반영 재계산: 주황색 대화체 발화용 문자행, 패치 KANJI1 발화체 토큰."
125,문자,0x9787,0x9788,112,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
126,제어,0x9789,0x978B,,,19 00 68,3,fce4d6,행 추가/삭제 반영 재계산: HL=0x9789→0x978C. 제어토큰 기존 바이트 유지.
127,제어,0x978C,0x978D,,,15 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x978C→0x978E. 제어토큰 기존 바이트 유지.
128,제어,0x978E,0x978F,,,17 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x978E→0x9790. 제어토큰 기존 바이트 유지.
129,제어,0x9790,0x9792,,,1A 00 03,3,fce4d6,행 추가/삭제 반영 재계산: HL=0x9790→0x9793. 제어토큰 기존 바이트 유지.
130,제어,0x9793,0x9794,,,16 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x9793→0x9795. 제어토큰 기존 바이트 유지.
131,문자,0x9795,0x9796,113,인,A8 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
132,문자,0x9797,0x9798,114,간,C8 17,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
133,문자,0x9799,0x979A,115,은,48 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
134,문자,0x979B,0x979C,116,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
135,문자,0x979D,0x979E,117,본,C8 3B,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
136,문자,0x979F,0x97A0,118,래,38 31,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
137,문자,0x97A1,0x97A2,119,부,08 3C,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
138,문자,0x97A3,0x97A4,120,터,58 E2,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
139,문자,0x97A5,0x97A6,121,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
140,문자,0x97A7,0x97A8,122,악,08 58,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
141,문자,0x97A9,0x97AA,123,한,78 E3,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
142,문자,0x97AB,0x97AC,124,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
143,문자,0x97AD,0x97AE,125,존,F8 EF,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
144,문자,0x97AF,0x97B0,126,재,78 DF,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
145,문자,0x97B1,0x97B2,127,、,20 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
146,문자,0x97B3,0x97B4,128,그,58 21,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
147,문자,0x97B5,0x97B6,129,것,F8 1D,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
148,문자,0x97B7,0x97B8,130,이,98 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
149,문자,0x97B9,0x97BA,131,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
150,문자,0x97BB,0x97BC,132,인,A8 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
151,문자,0x97BD,0x97BE,133,간,C8 17,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
152,문자,0x97BF,0x97C0,134,들,18 30,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
153,문자,0x97C1,0x97C2,135,의,88 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
154,문자,0x97C3,0x97C4,136,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
155,문자,0x97C5,0x97C6,137,타,28 E2,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
156,문자,0x97C7,0x97C8,138,고,88 20,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
157,문자,0x97C9,0x97CA,139,난,C8 24,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
158,문자,0x97CB,0x97CC,140,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
159,문자,0x97CD,0x97CE,141,본,C8 3B,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
160,문자,0x97CF,0x97D0,142,성,98 3D,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
161,문자,0x97D1,0x97D2,143,이,98 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
162,문자,0x97D3,0x97D4,144,다,C8 27,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
163,문자,0x97D5,0x97D6,145,！,A0 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
164,제어,0x97D7,0x97D8,,,15 00,2,fce4d6,행 추가/삭제 반영 재계산: HL=0x97D7→0x97D9. 제어토큰 기존 바이트 유지.
165,문자,0x97D9,0x97DA,146,서,58 3D,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
166,문자,0x97DB,0x97DC,147,로,D8 31,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
167,문자,0x97DD,0x97DE,148,␠,18 12,2,e2f0d9,행 추가/삭제 반영 재계산: 전각 공백 토큰 18 12.
168,문자,0x97DF,0x97E0,149,속,E8 3D,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
169,문자,0x97E1,0x97E2,150,이,98 DE,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
170,문자,0x97E3,0x97E4,151,고,88 20,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
171,문자,0x97E5,0x97E6,152,、,20 12,2,e2f0d9,행 추가/삭제 반영 재계산: PC-88 문장부호 토큰.
172,문자,0x97E7,0x97E8,153,상,28 3D,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
173,문자,0x97E9,0x97EA,154,처,08 E1,2,e2f0d9,"행 추가/삭제 반영 재계산: 일반 문자행, 같은 glyph base 유지 + 첫 바이트 OR 08h."
